onset,index,event,diameter,diameter_3d,interpolated,orig_idx,diameter_pc,diameter_3dpc,diameter_m,diameter_3dm,reject
2230,21230.0,2.5,38.74962780349488,5.346178339782136,0.0,1586263746.9495895,-9.403669632289155,-9.491469194789605,-4.928835215538146,-0.686122589157082,0.0
2231,21231.0,2.5,38.75993426098039,5.347599703809551,0.0,1586263746.958081,-9.38161699613852,-9.46984285377932,-4.918528758052632,-0.684701225129666,0.0
2232,21232.0,2.5,38.770539430824854,5.3490633465065995,0.0,1586263746.9664345,-9.359020454205847,-9.44765529733306,-4.907923588208172,-0.683237582432619,0.0
2233,21233.0,2.5,38.78141198018749,5.350564310578931,0.0,1586263746.9746666,-9.335957888279957,-9.424993772116892,-4.897051038845522,-0.6817366183602861,0.0
2234,21234.0,2.5,38.792517140977786,5.352097062093537,0.0,1586263746.9829555,-9.31250948188204,-9.40194900637908,-4.885945878055255,-0.6802038668456797,0.0
2235,21235.0,2.5,38.80381729342863,5.353655601299056,0.0,1586263746.9912992,-9.2887563590309,-9.378613300267457,-4.874645725604399,-0.6786453276401612,0.0
2236,21236.0,2.5,38.81527238327299,5.355233555189292,0.0,1586263746.999678,-9.264779964669554,-9.355079302816455,-4.863190635760029,-0.6770673737499252,0.0
2237,21237.0,2.5,38.82684026453849,5.356824261757861,0.0,1586263747.0082471,-9.240661847930312,-9.331439189025197,-4.851622754494534,-0.6754766671813556,0.0
2238,21238.0,2.5,38.83847708387088,5.3584208595657685,0.0,1586263747.0165107,-9.216483425244842,-9.307783863121577,-4.839985935162148,-0.6738800693734477,0.0
2239,21239.0,2.5,38.85013778626435,5.360016392096452,0.0,1586263747.0250561,-9.192325411560251,-9.284201904180245,-4.828325232768681,-0.6722845368427655,0.0
2240,21240.0,2.5,38.86177679806841,5.361603932322173,0.0,1586263747.0336885,-9.168266781578643,-9.260778146808315,-4.816686220964616,-0.6706969966170432,0.0
2241,21241.0,2.5,38.87334894648994,5.363176733699513,0.0,1586263747.04211,-9.144383203502768,-9.237591857305476,-4.80511407254308,-0.669124195239704,0.0
2242,21242.0,2.5,38.884810573122,5.364728402384034,0.0,1586263747.0502586,-9.120745103195189,-9.21471463465303,-4.793652445911009,-0.6675725265551821,0.0
2243,21243.0,2.5,38.896120605453916,5.3662530594167,0.0,1586263747.0586228,-9.097415935531558,-9.192208582662046,-4.78234241357911,-0.6660478695225173,0.0
2244,21244.0,2.5,38.90724128951209,5.367745451190001,0.0,1586263747.0671644,-9.074451380679674,-9.170125489459192,-4.771221729520931,-0.664555477749218,0.0
2245,21245.0,2.5,38.91813844910116,5.3692009884500225,0.0,1586263747.0754535,-9.051899786430246,-9.148507364103873,-4.760324569931874,-0.6630999404891956,0.0
2246,21246.0,2.5,38.92878137075834,5.370615728057206,0.0,1586263747.0837758,-9.029803593254194,-9.127388058664923,-4.74968164827468,-0.6616852008820113,0.0
2247,21247.0,2.5,38.939142481897456,5.371986321197352,0.0,1586263747.0922318,-9.008201274502403,-9.106795489831763,-4.739320537135575,-0.6603146077418651,0.0
2248,21248.0,2.5,38.94919689729711,5.373309936837086,0.0,1586263747.1005547,-8.987129511177901,-9.086754193498258,-4.729266121735926,-0.6589909921021301,0.0
2249,21249.0,2.5,38.95892191976664,5.374584170467698,0.0,1586263747.1090324,-8.966625297142524,-9.067287930264051,-4.719541099266392,-0.6577167584715181,0.0
2250,21250.0,2.5,38.968296679268505,5.375806964960611,0.0,1586263747.1175926,-8.946727446569804,-9.048421782920638,-4.7101663397645135,-0.6564939639786059,0.0
2251,21251.0,2.5,38.9773020303735,5.376976563934749,0.0,1586263747.1261225,-8.927477137050055,-9.030183299467703,-4.7011609886595185,-0.6553243650044688,0.0
2252,21252.0,2.5,38.985920658473475,5.378091493581119,0.0,1586263747.134233,-8.9089175798151,-9.012602711874177,-4.692542360559551,-0.6542094353580982,0.0
2253,21253.0,2.5,38.99413729064838,5.379150559325242,0.0,1586263747.142619,-8.891093143973194,-8.995712548150493,-4.684325728384639,-0.6531503696139764,0.0
2254,21254.0,2.5,39.001938973887846,5.380152852350531,0.0,1586263747.151284,-8.874048159898303,-8.979546882042484,-4.676524045145174,-0.6521480765886855,0.0
2255,21255.0,2.5,39.00931542041965,5.381097766762351,0.0,1586263747.159403,-8.857825485903144,-8.964140313451761,-4.669147598613381,-0.6512031621768677,0.0
2256,21256.0,2.5,39.01625935778285,5.381985020584057,0.0,1586263747.1677842,-8.842465004374397,-8.949526822867796,-4.662203661250165,-0.6503159083551603,0.0
2257,21257.0,2.5,39.02276679413032,5.382814669912936,0.0,1586263747.1762173,-8.828002271925508,-8.93573868781837,-4.655696224902703,-0.6494862590262812,0.0
2258,21258.0,2.5,39.028837200656696,5.383587117225494,0.0,1586263747.184566,-8.814467297477284,-8.922805404204432,-4.6496258183763235,-0.6487138117137234,0.0
2259,21259.0,2.5,39.03447367223614,5.384303123217119,0.0,1586263747.193045,-8.801883220390787,-8.910752348544678,-4.643989346796883,-0.6479978057220986,0.0
2260,21260.0,2.5,39.039683075663326,5.384963824952334,0.0,1586263747.2015495,-8.790264839781601,-8.899599103748402,-4.6387799433696975,-0.6473371039868832,0.0
2261,21261.0,2.5,39.044476132932566,5.385570753533565,0.0,1586263747.2101338,-8.779617231511475,-8.889357700326606,-4.633986886100463,-0.6467301754056529,0.0
2262,21262.0,2.5,39.04886733992001,5.386125836601617,0.0,1586263747.2182586,-8.769934840681938,-8.880031217818061,-4.629595679113009,-0.6461750923376012,0.0
2263,21263.0,2.5,39.0528745933215,5.386631366889428,0.0,1586263747.2266645,-8.761201449032882,-8.871613202641852,-4.625588425711517,-0.6456695620497916,0.0
2264,21264.0,2.5,39.05651851167815,5.387089933669347,0.0,1586263747.234917,-8.753391106683154,-8.864088023109332,-4.62194450735488,-0.6452109952698727,0.0
2265,21265.0,2.5,39.05982162642208,5.38750433883778,0.0,1586263747.2432714,-8.746469635073806,-8.857431801898615,-4.618641392610943,-0.6447965901014371,0.0
2266,21266.0,2.5,39.06280759223476,5.387877514192125,0.0,1586263747.2517412,-8.740396327935057,-8.851613610844622,-4.615655426798267,-0.6444234147470932,0.0
2267,21267.0,2.5,39.065500358610755,5.388212429670963,0.0,1586263747.2602503,-8.735125940775498,-8.846597048469912,-4.612962660422259,-0.644088499268251,0.0
2268,21268.0,2.5,39.06792321555604,5.388511982327032,0.0,1586263747.2685206,-8.730611120321036,-8.842342310094724,-4.6105398034769705,-0.643788946612185,0.0
2269,21269.0,2.5,39.070097827414756,5.3887788842483415,0.0,1586263747.2773023,-8.726804922845337,-8.838808346046077,-4.608365191618262,-0.6435220446908756,0.0
2270,21270.0,2.5,39.07204352309025,5.389015585568946,0.0,1586263747.2857487,-8.723662688671876,-8.83595438767511,-4.6064194959427605,-0.6432853433702712,0.0
2271,21271.0,2.5,39.07377702332534,5.389224253977983,0.0,1586263747.2941735,-8.721142836209822,-8.83374046928166,-4.604685995707672,-0.6430766749612322,0.0
2272,21272.0,2.5,39.07531256316205,5.389406802860335,0.0,1586263747.30227,-8.719206769373177,-8.83212717560635,-4.603150455870964,-0.6428941260788813,0.0
2273,21273.0,2.5,39.076662306274024,5.3895649550254,0.0,1586263747.3106546,-8.71781816856288,-8.831074854368353,-4.601800712759,-0.6427359739138171,0.0
2274,21274.0,2.5,39.07783703334614,5.389700340853003,0.0,1586263747.3190038,-8.71694162024877,-8.83054222449018,-4.6006259856868805,-0.6426005880862148,0.0
2275,21275.0,2.5,39.07884702430303,5.389814617895623,0.0,1586263747.3273025,-8.716540751420938,-8.830484600625054,-4.599615994730002,-0.6424863110435954,0.0
2276,21276.0,2.5,39.07970289236531,5.389909575754107,0.0,1586263747.3357253,-8.71657652623924,-8.830852467536664,-4.598760126667711,-0.6423913531851106,0.0
2277,21277.0,2.5,39.08041613867355,5.389987194397049,0.0,1586263747.344238,-8.71700632970343,-8.831591038204797,-4.598046880359472,-0.6423137345421674,0.0
2278,21278.0,2.5,39.08099935831758,5.39004964907568,0.0,1586263747.352553,-8.717784029707792,-8.832640930573223,-4.597463660715452,-0.6422512798635361,0.0
2279,21279.0,2.5,39.08146614469862,5.390099271117872,0.0,1586263747.361055,-8.71886087847617,-8.833939750785069,-4.5969968743344145,-0.6422016578213464,0.0
2280,21280.0,2.5,39.081830707935396,5.39013846775783,0.0,1586263747.3696287,-8.720187157924995,-8.835424446409876,-4.596632311097626,-0.6421624611813879,0.0
2281,21281.0,2.5,39.0821071169857,5.390169587731032,0.0,1586263747.3780708,-8.721714777484063,-8.837034649430448,-4.596355902047318,-0.6421313412081862,0.0
2282,21282.0,2.5,39.082308141001796,5.390194729158453,0.03333333333333333,1586263747.3862593,-8.723400904797579,-8.83871710433166,-4.596154878031235,-0.6421061997807641,0.0
2283,21283.0,2.5,39.08244394417783,5.390215526936143,0.03333333333333333,1586263747.3946626,-8.725211993989195,-8.840430515079792,-4.596019074855187,-0.642085402003075,0.0
2284,21284.0,2.5,39.08252100485085,5.390232973632326,0.03333333333333333,1586263747.402892,-8.727127285219465,-8.842149825646525,-4.595942014182171,-0.6420679553068911,0.0
2285,21285.0,2.5,39.082541455729924,5.390247303522627,0.03333333333333333,1586263747.4113944,-8.729141291803739,-8.843869389932369,-4.5959215633031,-0.6420536254165901,0.0
2286,21286.0,2.5,39.0825029581723,5.390257957484252,0.03333333333333333,1586263747.419738,-8.73126496207603,-8.84560466901989,-4.59596006086073,-0.6420429714549657,0.0
2287,21287.0,2.5,39.08239927684223,5.390263652337763,0.03333333333333333,1586263747.4282453,-8.733525028620331,-8.847391957664737,-4.596063742190795,-0.6420372766014532,0.0
2288,21288.0,2.5,39.082221511949925,5.390262547777643,0.03333333333333333,1586263747.4365146,-8.73596159344738,-8.849286209932849,-4.596241507083115,-0.6420383811615745,0.0
2289,21289.0,2.5,39.08195955188631,5.390252450443223,0.03333333333333333,1586263747.4450643,-8.738625013742459,-8.851358025315943,-4.596503467146721,-0.6420484784959937,0.0
2290,21290.0,2.5,39.081603233548016,5.390230985417113,0.03333333333333333,1586263747.4536011,-8.741573330700572,-8.85369099982666,-4.5968597854850035,-0.6420699435221044,0.0
2291,21291.0,2.5,39.08114298668771,5.390195704151323,0.03333333333333333,1586263747.4621491,-8.744870751037096,-8.856379932702964,-4.597320032345311,-0.642105224787895,0.0
2292,21292.0,2.5,39.080570000063624,5.390144132825819,0.03333333333333333,1586263747.4702005,-8.74858707380861,-8.859529792492264,-4.5978930189693985,-0.6421567961133976,0.0
2293,21293.0,2.5,39.07987600815388,5.39007377485373,0.03333333333333333,1586263747.4786613,-8.752797825552996,-8.863255197540001,-4.59858701087914,-0.6422271540854868,0.0
2294,21294.0,2.5,39.07905283111541,5.38998208728232,0.03333333333333333,1586263747.4869623,-8.757584742202345,-8.867680012151778,-4.599410187917609,-0.6423188416568962,0.0
2295,21295.0,2.5,39.07809193455899,5.389866468264921,0.03333333333333333,1586263747.4953542,-8.763035865572483,-8.872936316095892,-4.600371084474034,-0.6424344606742968,0.0
2296,21296.0,2.5,39.07698431075695,5.389724294981586,0.03333333333333333,1586263747.5037417,-8.769244502074413,-8.8791620512312,-4.6014787082760735,-0.6425766339576297,0.0
2297,21297.0,2.5,39.075720722900634,5.389553013406142,0.03333333333333333,1586263747.5122972,-8.776307084267248,-8.886497480508648,-4.6027422961323925,-0.6427479155330746,0.0
2298,21298.0,2.5,39.07429208575116,5.38935024388091,0.03333333333333333,1586263747.5205643,-8.78432068909146,-8.895081298257525,-4.604170933281872,-0.6429506850583064,0.0
2299,21299.0,2.5,39.072689805068016,5.38911387445155,0.03333333333333333,1586263747.529049,-8.793380719969727,-8.905046957936666,-4.605773213965019,-0.6431870544876659,0.0
2300,21300.0,2.5,39.07090602212774,5.3888421331573175,0.03333333333333333,1586263747.5375788,-8.803578853605552,-8.916519354613381,-4.607556996905279,-0.6434587957818998,0.0
2301,21301.0,2.5,39.06893368011139,5.388533628304373,0.03333333333333333,1586263747.5462236,-8.815001458348403,-8.929612083067441,-4.609529338921627,-0.6437673006348461,0.0
2302,21302.0,2.5,39.066766388245405,5.388187353861313,0.03333333333333333,1586263747.5543833,-8.827728531594795,-8.944425324542115,-4.611696630787616,-0.6441135750779036,0.0
2303,21303.0,2.5,39.06439824197074,5.387802679860129,0.03333333333333333,1586263747.5627966,-8.841832678212239,-8.961043914327707,-4.614064777062274,-0.6444982490790878,0.0
2304,21304.0,2.5,39.06182372550278,5.387379342003728,0.03333333333333333,1586263747.5709088,-8.857377798860515,-8.979535309602896,-4.6166392935302465,-0.6449215869354882,0.0
2305,21305.0,2.5,39.05903759063929,5.386917415697407,0.03333333333333333,1586263747.5792997,-8.874417883594305,-8.999947870201755,-4.61942542839373,-0.6453835132418112,0.0
2306,21306.0,2.5,39.05603457600812,5.386417259579703,0.03333333333333333,1586263747.5879831,-8.892996352372302,-9.022309866072115,-4.622428443024903,-0.6458836693595142,0.0
2307,21307.0,2.5,39.0528090626655,5.3858794456496915,0.03333333333333333,1586263747.5964715,-8.91314563233201,-9.046628880208383,-4.62565395636751,-0.6464214832895238,0.0
2308,21308.0,2.5,39.049354915227994,5.3853047120631405,0.03333333333333333,1586263747.6044967,-8.934886263751274,-9.072890913884955,-4.629108103805026,-0.6469962168760773,0.0
2309,21309.0,2.5,39.045665745420834,5.3846939718159685,0.03333333333333333,1586263747.6135223,-8.958225060286264,-9.101058751976751,-4.632797273612196,-0.6476069571232481,0.0
2310,21310.0,2.5,39.041735833154476,5.384048409466614,0.03333333333333333,1586263747.6218154,-8.983151881613292,-9.13106917272375,-4.63672718587855,-0.6482525194726036,0.0
2311,21311.0,2.5,39.03756207361514,5.383369714104518,0.0,1586263747.6300867,-9.009633678737838,-9.162827661511766,-4.640900945417881,-0.6489312148347004,0.0
2312,21312.0,2.5,39.03314746080319,5.382660515344406,0.03333333333333333,1586263747.638259,-9.03760343364642,-9.196198176018406,-4.645315558229836,-0.6496404135948116,0.0
2313,21313.0,2.5,39.028506219359755,5.381925040202901,0.03333333333333333,1586263747.6466439,-9.066943097958228,-9.230986892009316,-4.649956799673276,-0.6503758887363162,0.0
2314,21314.0,2.5,39.023669755688616,5.381169886811959,0.03333333333333333,1586263747.6549177,-9.097463538709906,-9.266922771227405,-4.654793263344403,-0.6511310421272589,0.0
2315,21315.0,2.5,39.018692114028845,5.380404741190904,0.03333333333333333,1586263747.6634824,-9.128886508673268,-9.303639995244417,-4.659770905004171,-0.6518961877483141,0.0
2316,21316.0,2.5,39.01365397360169,5.379642901195339,0.03333333333333333,1586263747.6718252,-9.160832191423717,-9.340666047049533,-4.664809045431323,-0.6526580277438777,0.0
2317,21317.0,2.5,39.00866473975585,5.378901538120055,0.03333333333333333,1586263747.6803095,-9.19281370451692,-9.377417078068309,-4.669798279277182,-0.6533993908191618,0.0
2318,21318.0,2.5,39.003862535918636,5.378201663383753,0.03333333333333333,1586263747.6885293,-9.224238993579917,-9.41320115373949,-4.674600483114386,-0.6540992655554637,0.0
2319,21319.0,2.5,38.999411989170625,5.37756778142169,0.03333333333333333,1586263747.6970537,-9.254420530567206,-9.447229919080518,-4.679051029862402,-0.654733147517526,0.0
2320,21320.0,2.5,38.99549973082608,5.377027213610376,0.03333333333333333,1586263747.7055588,-9.282593399540652,-9.478639438712582,-4.6829632882069365,-0.6552737153288414,0.0
2321,21321.0,2.5,38.99232753038284,5.3766090779660685,0.03333333333333333,1586263747.714089,-9.307942275101972,-9.506520880712468,-4.686135488650185,-0.6556918509731477,0.0
2322,21322.0,2.5,38.99010311055536,5.37634293161958,0.03333333333333333,1586263747.7222693,-9.329636970717424,-9.529960697824892,-4.688359908477669,-0.6559579973196376,0.0
2323,21323.0,2.5,38.98902919981102,5.376257163898355,0.03333333333333333,1586263747.730659,-9.346874105665552,-9.548087399295266,-4.689433819222003,-0.6560437650408618,0.0
2324,21324.0,2.5,38.98929208149802,5.376377335783503,0.03333333333333333,1586263747.7389085,-9.358919920296044,-9.560119050001981,-4.68917093753501,-0.6559235931557139,0.0
2325,21325.0,2.5,38.99105112921723,5.376724692680212,0.03333333333333333,1586263747.7473633,-9.365148731496543,-9.565405112674153,-4.687411889815778,-0.6555762362590041,0.0
2326,21326.0,2.5,38.994430287436344,5.3773149911228675,0.03333333333333333,1586263747.7557166,-9.365073702762375,-9.56345892613859,-4.684032731596679,-0.6549859378163475,0.0
2327,21327.0,2.5,38.99951172920632,5.378157667127779,0.03333333333333333,1586263747.7643175,-9.358369292924314,-9.55398027581676,-4.678951289826711,-0.654143261811439,0.0
2328,21328.0,2.5,39.006331625227546,5.3792553288921825,0.03333333333333333,1586263747.7725298,-9.344885832807973,-9.53686875560175,-4.672131393805484,-0.6530456000470344,0.0
2329,21329.0,2.5,39.0148779778855,5.3806035603677795,0.03333333333333333,1586263747.7810698,-9.324656593026738,-9.512228511404096,-4.663585041147536,-0.6516973685714376,0.0
2330,21330.0,2.5,39.025090435795704,5.3821910177009205,0.03333333333333333,1586263747.789586,-9.297897716828711,-9.480364942670835,-4.653372583237313,-0.6501099112382971,0.0
2331,21331.0,2.5,39.03686195608575,5.383999792276958,0.03333333333333333,1586263747.798188,-9.265001499190719,-9.441774068641974,-4.641601062947272,-0.6483011366622581,0.0
2332,21332.0,2.5,39.05004225209014,5.386006021735167,0.03333333333333333,1586263747.806232,-9.226523308618996,-9.397125121130445,-4.628420766942894,-0.6462949072040498,0.0
2333,21333.0,2.5,39.06444300213753,5.388180736016938,0.03333333333333333,1586263747.814623,-9.183162308884324,-9.347236784681629,-4.6140200168954895,-0.6441201929222783,0.0
2334,21334.0,2.5,39.079844711208644,5.390490916804718,0.0,1586263747.822889,-9.135736316101209,-9.293047637137029,-4.598618307824386,-0.6418100121344993,0.0
2335,21335.0,2.5,39.096005038547204,5.392900739781998,0.0,1586263747.83135,-9.085151310724079,-9.235581490111201,-4.582457980485813,-0.6394001891572169,0.0
2336,21336.0,2.5,39.112668366630615,5.3953729635435925,0.0,1586263747.8398142,-9.03236626304017,-9.175908462969677,-4.565794652402414,-0.6369279653956244,0.0
2337,21337.0,2.5,39.12957615583054,5.397870397956099,0.0,1586263747.8482554,-8.978354837512468,-9.115103524187072,-4.548886863202473,-0.6344305309831167,0.0
2338,21338.0,2.5,39.14647713337933,5.400357321644245,0.0,1586263747.8565295,-8.924067399127749,-9.054206043996691,-4.531985885653692,-0.6319436072949728,0.0
2339,21339.0,2.5,39.16313615773954,5.402800694785067,0.0,1586263747.8652341,-8.870397562709382,-8.994184652103149,-4.515326861293483,-0.6295002341541502,0.0
2340,21340.0,2.5,39.17934108668519,5.405171079203052,0.0,1586263747.8735988,-8.81815585069477,-8.935909985491065,-4.4991219323478315,-0.6271298497361638,0.0
2341,21341.0,2.5,39.19490763315513,5.407443263254903,0.0,1586263747.8823197,-8.768050665835396,-8.880135543223618,-4.483555385877882,-0.6248576656843147,0.0
2342,21342.0,2.5,39.209682415617685,5.40959661939987,0.0,1586263747.8902879,-8.72067588567994,-8.827485910654643,-4.468780603415344,-0.6227043095393464,0.0
2343,21343.0,2.5,39.22354432939607,5.411615216896153,0.03333333333333333,1586263747.8988526,-8.676504564706589,-8.778451685732627,-4.45491868963695,-0.6206857120430646,0.0
2344,21344.0,2.5,39.23640436969094,5.4134877180069845,0.03333333333333333,1586263747.9070165,-8.635888209354885,-8.733390334809428,-4.442058649342096,-0.6188132109322332,0.0
2345,21345.0,2.5,39.248204179618575,5.4152071056578155,0.03333333333333333,1586263747.9153252,-8.599060740856414,-8.69253185850662,-4.430258839414451,-0.6170938232814009,0.0
2346,21346.0,2.5,39.25891365826431,5.416770294012386,0.03333333333333333,1586263747.9237263,-8.566146196089148,-8.655988167364315,-4.419549360768719,-0.6155306349268321,0.0
2347,21347.0,2.5,39.26852791597015,5.418177661368265,0.03333333333333333,1586263747.93226,-8.537169324236524,-8.623765273523308,-4.409935103062875,-0.6141232675709529,0.0
2348,21348.0,2.5,39.27706389794549,5.419432546688905,0.03333333333333333,1586263747.940518,-8.51206796448157,-8.595777183694576,-4.401399121087534,-0.6128683822503123,0.0
2349,21349.0,2.5,39.284557087193555,5.42054076357462,0.03333333333333333,1586263747.9491513,-8.490705745198456,-8.571860035547774,-4.393905931839468,-0.6117601653645971,0.0
2350,21350.0,2.5,39.29105862460894,5.421510177128995,0.03333333333333333,1586263747.95762,-8.472883891612968,-8.55178524670186,-4.387404394424086,-0.6107907518102232,0.0
2351,21351.0,2.5,39.296632921258016,5.4223503548733065,0.03333333333333333,1586263747.96623,-8.458351705655145,-8.535271200784878,-4.381830097775008,-0.609950574065911,0.0
2352,21352.0,2.5,39.301355606888855,5.423072271698458,0.03333333333333333,1586263747.974247,-8.446815943449211,-8.521993653696871,-4.377107412144167,-0.6092286572407579,0.0
2353,21353.0,2.5,39.30531161734598,5.423688042178566,0.03333333333333333,1586263747.9826446,-8.437949466928439,-8.511595219242492,-4.373151401687038,-0.6086128867606518,0.0
2354,21354.0,2.5,39.30859328222512,5.424210660522786,0.03333333333333333,1586263747.9908936,-8.431399473732734,-8.5036942468377,-4.369869736807909,-0.6080902684164309,0.0
2355,21355.0,2.5,39.31129833918738,5.424653737526138,0.06666666666666667,1586263747.9993117,-8.426795557235183,-8.497893353066521,-4.367164679845633,-0.6076471914130791,0.0
2356,21356.0,2.5,39.31352789553289,5.425031236899502,0.06666666666666667,1586263748.0077002,-8.423757652148197,-8.493787672811832,-4.364935123500123,-0.6072696920397143,0.0
2357,21357.0,2.5,39.31538441978523,5.425357220512608,0.06666666666666667,1586263748.016276,-8.421903721308102,-8.490972715991221,-4.363078599247791,-0.6069437084266094,0.0
2358,21358.0,2.5,39.316969814185846,5.425645606570062,0.06666666666666667,1586263748.0244963,-8.420857055556555,-8.489051741985941,-4.361493204847169,-0.6066553223691561,0.0
2359,21359.0,2.5,39.31838357742807,5.425909939538548,0.06666666666666667,1586263748.0331824,-8.420253096603236,-8.487642584158642,-4.360079441604953,-0.6063909894006684,0.0
2360,21360.0,2.5,39.31972107006985,5.426163171972232,0.06666666666666667,1586263748.0415504,-8.419745683575243,-8.486383830981712,-4.3587419489631545,-0.6061377569669857,0.0
2361,21361.0,2.5,39.321071894005314,5.426417458722651,0.06666666666666667,1586263748.0501509,-8.419012705771182,-8.484940351337396,-4.357391125027707,-0.6058834702165669,0.0
2362,21362.0,2.5,39.32251834206448,5.42668395684617,0.06666666666666667,1586263748.0582733,-8.417761328171292,-8.48300834073129,-4.355944676968543,-0.6056169720930472,0.0
2363,21363.0,2.5,39.324133811228016,5.426972616083515,0.06666666666666667,1586263748.0666747,-8.415733107794454,-8.480320225320174,-4.354329207805005,-0.6053283128557019,0.0
2364,21364.0,2.5,39.32598115413971,5.427291956154412,0.06666666666666667,1586263748.0749252,-8.412709108913848,-8.476649557882068,-4.352481864893312,-0.6050089727848047,0.0
2365,21365.0,2.5,39.328111175947114,5.427648860156372,0.06666666666666667,1586263748.0833385,-8.408514493674575,-8.471815403099345,-4.350351843085913,-0.6046520687828454,0.0
2366,21366.0,2.5,39.33056160254734,5.428048430582006,0.06666666666666667,1586263748.0917125,-8.403021698121814,-8.465685335789363,-4.3479014164856915,-0.6042524983572105,0.0
2367,21367.0,2.5,39.33335668247993,5.428493931303222,0.06666666666666667,1586263748.1004274,-8.39615171906446,-8.45817659137803,-4.345106336553098,-0.6038069976359949,0.0
2368,21368.0,2.5,39.33650736912008,5.428986808667289,0.06666666666666667,1586263748.108512,-8.387873612700202,-8.449255473566526,-4.34195564991295,-0.6033141202719281,0.0
2369,21369.0,2.5,39.340012028768214,5.429526785157464,0.06666666666666667,1586263748.117036,-8.378202291203802,-8.43893509214019,-4.338450990264801,-0.6027741437817541,0.0
2370,21370.0,2.5,39.3438577051428,5.430112030799249,0.06666666666666667,1586263748.1256528,-8.36719443742641,-8.427271230464529,-4.334605313890213,-0.6021888981399683,0.0
2371,21371.0,2.5,39.348021863332285,5.43073940180746,0.06666666666666667,1586263748.1341472,-8.354942616080113,-8.414356400468836,-4.330441155700731,-0.6015615271317565,0.0
2372,21372.0,2.5,39.35247425668525,5.431404696023194,0.06666666666666667,1586263748.142264,-8.341568498336748,-8.400313000773023,-4.325988762347771,-0.6008962329160212,0.0
2373,21373.0,2.5,39.35717848092595,5.432102862876456,0.03333333333333333,1586263748.150873,-8.327216536386063,-8.385286947691505,-4.321284538107077,-0.6001980660627624,0.0
2374,21374.0,2.5,39.36209312683384,5.432828155017732,0.03333333333333333,1586263748.1590014,-8.312048586303714,-8.369442306104117,-4.316369892199186,-0.5994727739214861,0.0
2375,21375.0,2.5,39.367172791097836,5.43357425960106,0.03333333333333333,1586263748.1674056,-8.296238947470684,-8.352956370835777,-4.311290227935172,-0.5987266693381575,0.0
2376,21376.0,2.5,39.3723690664399,5.434334428154363,0.03333333333333333,1586263748.1757293,-8.279969588813184,-8.3360149349387,-4.306093952593126,-0.5979665007848532,0.0
2377,21377.0,2.5,39.37763131496354,5.435101577678501,0.03333333333333333,1586263748.184239,-8.263426219675056,-8.31880839864474,-4.3008317040694966,-0.5971993512607147,0.0
2378,21378.0,2.5,39.38290709409761,5.435868343558587,0.03333333333333333,1586263748.1925516,-8.24679569124687,-8.301529217785252,-4.295555924935419,-0.5964325853806293,0.0
2379,21379.0,2.5,39.388142437815944,5.436627111960856,0.03333333333333333,1586263748.2011008,-8.230264225286577,-8.284370187415043,-4.2903205812170855,-0.5956738169783609,0.0
2380,21380.0,2.5,39.39328232652078,5.437370078563076,0.03333333333333333,1586263748.2099001,-8.214015495606397,-8.267522569779782,-4.285180692512233,-0.594930850376142,0.0
2381,21381.0,2.5,39.39827152866909,5.438089360743841,0.03333333333333333,1586263748.2183063,-8.198227952361945,-8.251173426205085,-4.280191490363922,-0.5942115681953768,0.0
2382,21382.0,2.5,39.40305578648468,5.438777161842487,0.03333333333333333,1586263748.226352,-8.18307144726945,-8.235502173609122,-4.2754072325483365,-0.59352376709673,0.0
2383,21383.0,2.5,39.40758314996403,5.43942596153581,0.03333333333333333,1586263748.2347138,-8.168703791007388,-8.220676979852366,-4.270879869068988,-0.5928749674034067,0.0
2384,21384.0,2.5,39.41180517750983,5.440028692648372,0.03333333333333333,1586263748.2429163,-8.155268034861551,-8.206851793985859,-4.266657841523204,-0.5922722362908447,0.0
2385,21385.0,2.5,39.41567780653871,5.440578876474658,0.03333333333333333,1586263748.2514086,-8.14289086114607,-8.194164391730274,-4.262785212494312,-0.59172205246456,0.0
2386,21386.0,2.5,39.419161911418456,5.441070719294062,0.03333333333333333,1586263748.2597573,-8.131681880617435,-8.18273522368177,-4.259301107614564,-0.5912302096451537,0.0
2387,21387.0,2.5,39.422223702479194,5.441499191491112,0.03333333333333333,1586263748.268266,-8.12173338974918,-8.172666639335722,-4.256239316553834,-0.5908017374481073,0.0
2388,21388.0,2.5,39.42483509904675,5.4418601058507665,0.03333333333333333,1586263748.2765486,-8.113120216823635,-8.164042190302748,-4.253627919986281,-0.5904408230884505,0.0
2389,21389.0,2.5,39.426974169178045,5.4421502034320755,0.03333333333333333,1586263748.2850907,-8.105899366855327,-8.156925826320224,-4.251488849854979,-0.5901507255071432,0.0
2390,21390.0,2.5,39.42862569715225,5.4423672507214755,0.03333333333333333,1586263748.2936049,-8.100109341383384,-8.151360928273238,-4.249837321880784,-0.5899336782177407,0.0
2391,21391.0,2.5,39.42978180174882,5.442510135495884,0.03333333333333333,1586263748.3021226,-8.095769393270203,-8.14736943082851,-4.2486812172842106,-0.5897907934433337,0.0
2392,21392.0,2.5,39.43044237386617,5.442578930091631,0.03333333333333333,1586263748.310245,-8.092879192787478,-8.144951463303626,-4.248020645166864,-0.5897219988475849,0.0
