x = temp. degC, y = integration time, z = pixel counts
z(x,y) = p00 + p10*x + p01*y + p20*x^2 + p11*x*y + p30*x^3 + p21*x^2*y
px_num	rmse	p00	p10	p01	p20	p11	p30	p21
503	83.5499	1406.8	22.7326	1.40513e-05	-1.19526	-2.46196e-06	0.0167425	1.05825e-07	
504	85.8946	1406.55	23.1391	1.44691e-05	-1.21766	-2.52333e-06	0.0170679	1.08418e-07	
505	84.4947	1408.02	22.6498	1.42209e-05	-1.19469	-2.46135e-06	0.016761	1.06447e-07	
506	84.4073	1401.1	23.7454	1.27357e-05	-1.23563	-2.60566e-06	0.017216	1.01845e-07	
507	89.7773	1399.93	24.3952	1.50324e-05	-1.28129	-2.648e-06	0.017931	1.14143e-07	
508	82.3462	1407.74	22.9157	1.26743e-05	-1.20156	-2.52288e-06	0.0168121	1.0271e-07	
509	89.9254	1401.68	24.3572	1.49856e-05	-1.28416	-2.62022e-06	0.0180485	1.14119e-07	
510	83.8517	1405.72	23.0009	1.39701e-05	-1.20809	-2.50101e-06	0.0169304	1.06038e-07	
511	88.6786	1401.65	23.6967	1.5115e-05	-1.25339	-2.57885e-06	0.0176454	1.14133e-07	
512	87.7729	1407.98	22.6374	1.45244e-05	-1.21504	-2.68649e-06	0.017255	1.2177e-07	
513	87.5222	1403.73	23.7701	1.44136e-05	-1.25327	-2.58821e-06	0.0176085	1.12401e-07	
514	81.9133	1408.14	22.6674	1.24353e-05	-1.18628	-2.49396e-06	0.0165904	1.01061e-07	
515	81.4466	1405.12	22.9298	1.20851e-05	-1.19194	-2.54422e-06	0.0165763	9.93677e-08	
516	88.9803	1402.24	23.4515	1.54984e-05	-1.24539	-2.5416e-06	0.0175771	1.15368e-07	
517	73.3466	1413.72	21.351	9.14597e-06	-1.10136	-2.44377e-06	0.0152434	8.636e-08	
518	92.9641	1395.52	25.563	1.33306e-05	-1.33935	-2.77425e-06	0.0187612	1.09252e-07	
519	67.5372	1420.74	19.5211	9.93793e-06	-1.00831	-2.1479e-06	0.0139493	7.59597e-08	
520	80.0796	1410.67	21.7565	1.3048e-05	-1.14543	-2.39262e-06	0.0160757	1.01253e-07	
521	76.8327	1411.36	21.6797	1.08553e-05	-1.11766	-2.36808e-06	0.0154485	8.78488e-08	
522	77.3123	1414.23	21.3688	1.23951e-05	-1.11968	-2.36275e-06	0.0156553	9.58899e-08	
523	92.4289	1396.29	25.485	1.37445e-05	-1.34115	-2.79758e-06	0.0188435	1.16557e-07	
524	82.5078	1407.87	22.3288	1.3579e-05	-1.17476	-2.44127e-06	0.0164526	1.02714e-07	
525	78.4107	1411.18	21.691	1.21315e-05	-1.13751	-2.41053e-06	0.0159099	9.85952e-08	
526	89.4229	1399.72	24.4576	1.46167e-05	-1.28891	-2.6568e-06	0.0181089	1.14295e-07	
527	86.1876	1406	23.2576	1.46886e-05	-1.23073	-2.53624e-06	0.0173275	1.11798e-07	
528	73.2746	1407.1	22.4109	7.04066e-06	-1.12945	-2.58009e-06	0.0153721	7.17405e-08	
529	73.6601	1413.56	20.9884	9.51741e-06	-1.08245	-2.42589e-06	0.0149683	8.66251e-08	
530	70.6771	1415.94	20.2093	8.79869e-06	-1.04893	-2.30923e-06	0.0145895	8.40356e-08	
531	73.5833	1414.7	21.1894	9.47677e-06	-1.09488	-2.42701e-06	0.0151707	8.7315e-08	
532	93.8064	1397.86	25.0568	1.57376e-05	-1.32595	-2.70083e-06	0.0186941	1.18639e-07	
533	90.2488	1401.42	24.1933	1.48856e-05	-1.27935	-2.64615e-06	0.0180191	1.15924e-07	
534	81.6895	1408.4	22.3006	1.32069e-05	-1.16996	-2.47792e-06	0.0163771	1.0335e-07	
535	79.1343	1412.04	21.7191	1.31204e-05	-1.14173	-2.35222e-06	0.0159804	9.90062e-08	
536	89.0015	1402.06	23.9338	1.49906e-05	-1.26414	-2.59763e-06	0.0177795	1.15543e-07	
537	90.4066	1400.32	24.3344	1.48145e-05	-1.28586	-2.64665e-06	0.0180913	1.15183e-07	
538	92.8417	1396.57	24.921	1.56522e-05	-1.31792	-2.72285e-06	0.0185566	1.19091e-07	
539	338.955	1489.55	-1.4105	-1.98777e-05	-0.117067	-2.11055e-07	0.0011791	3.4688e-09	
540	78.2372	1410.33	21.6359	1.29472e-05	-1.12678	-2.36315e-06	0.0156841	9.56266e-08	
541	76.1602	1410.71	22.0092	9.23994e-06	-1.13718	-2.51961e-06	0.0157631	8.88929e-08	
542	76.4022	1410.83	21.6581	1.15932e-05	-1.12543	-2.38871e-06	0.0156607	9.1764e-08	
543	81.0812	1409.8	21.85	1.34205e-05	-1.15241	-2.42389e-06	0.0161814	1.0414e-07	
544	80.957	1407.46	22.5352	1.31851e-05	-1.17676	-2.46534e-06	0.016391	1.00062e-07	
545	90.476	1400.15	24.2907	1.54162e-05	-1.2844	-2.62812e-06	0.0180955	1.17178e-07	
546	93.1862	1393.63	25.7586	1.48901e-05	-1.3502	-2.79793e-06	0.0188957	1.17475e-07	
547	77.3019	1408.41	22.0725	9.67085e-06	-1.13914	-2.52546e-06	0.0157306	9.1339e-08	
548	85.2323	1404.91	23.1879	1.36211e-05	-1.22099	-2.54976e-06	0.0171311	1.08045e-07	
549	74.0702	1412.95	21.182	9.79863e-06	-1.09682	-2.42685e-06	0.0152239	8.87793e-08	
550	89.2909	1404.43	23.5079	1.568e-05	-1.2519	-2.53212e-06	0.0176763	1.16801e-07	
551	85.9347	1406.06	23.0393	1.46138e-05	-1.21833	-2.49153e-06	0.0171604	1.09361e-07	
552	71.7567	1415.63	20.0759	1.14195e-05	-1.0437	-2.23811e-06	0.0144987	8.71343e-08	
553	67.5712	1421.18	19.5136	9.50646e-06	-1.00787	-2.20612e-06	0.0139759	7.66161e-08	
554	60.4416	1430.5	17.5127	6.9409e-06	-0.906545	-2.03463e-06	0.012568	6.86781e-08	
555	54.259	1445.54	13.658	6.65328e-06	-0.728943	-1.75616e-06	0.0103892	6.62854e-08	
556	86.4064	1400.45	24.04	1.35424e-05	-1.25517	-2.6367e-06	0.0175389	1.06238e-07	
557	76.9677	1407.58	22.4207	1.06581e-05	-1.15299	-2.5144e-06	0.0159045	8.85015e-08	
558	82.5341	1402.85	23.5612	1.13269e-05	-1.22221	-2.64674e-06	0.0170014	9.89507e-08	
559	83.517	1409.98	22.1799	1.44054e-05	-1.17647	-2.42401e-06	0.0165938	1.07453e-07	
560	93.6423	1403.36	24.1334	1.53416e-05	-1.29661	-2.69852e-06	0.0184602	1.2459e-07	
561	90.4052	1401.31	24.0778	1.53861e-05	-1.27456	-2.62033e-06	0.0179426	1.16761e-07	
562	82.1561	1406.75	22.7178	1.29522e-05	-1.19051	-2.496e-06	0.0166563	1.02159e-07	
563	87.2136	1404.76	23.0805	1.45493e-05	-1.21848	-2.46039e-06	0.0171253	1.09882e-07	
564	94.3211	1399.85	24.8664	1.60313e-05	-1.32394	-2.69836e-06	0.0187425	1.22678e-07	
565	79.8752	1409.42	21.9123	1.28968e-05	-1.14445	-2.40757e-06	0.0159522	9.77192e-08	
566	80.5111	1410.33	21.5908	1.35172e-05	-1.14085	-2.36059e-06	0.0160615	1.02807e-07	
567	76.0496	1408.6	22.3905	9.81312e-06	-1.14777	-2.54966e-06	0.0158092	8.5853e-08	
568	87.0272	1405.14	23.1803	1.50076e-05	-1.22765	-2.51971e-06	0.0172834	1.12558e-07	
569	96.881	1395.27	25.5933	1.61736e-05	-1.3629	-2.75474e-06	0.0193181	1.25131e-07	
570	87.8808	1402.29	23.8105	1.45789e-05	-1.25333	-2.59815e-06	0.0175764	1.10639e-07	
571	86.9603	1405.56	23.1819	1.49266e-05	-1.22456	-2.51243e-06	0.01723	1.1129e-07	
572	46.5051	1443.07	13.9223	4.73415e-06	-0.709049	-1.67957e-06	0.0096991	4.57817e-08	
573	86.4573	1400.24	24.3045	1.20644e-05	-1.27003	-2.7107e-06	0.0177571	1.07665e-07	
574	99.9838	1388.96	27.1552	1.63825e-05	-1.42902	-2.91569e-06	0.0200647	1.25543e-07	
575	82.197	1408.67	22.3959	1.36464e-05	-1.1803	-2.46209e-06	0.0165641	1.042e-07	
576	72.8239	1412.83	20.7388	1.05246e-05	-1.07359	-2.34721e-06	0.0148783	8.65748e-08	
577	80.178	1408	22.4418	1.20902e-05	-1.16146	-2.49035e-06	0.0161005	9.57969e-08	
578	83.3784	1406.42	22.9179	1.27846e-05	-1.20473	-2.55263e-06	0.016932	1.0434e-07	
579	70.0866	1422.81	19.4153	1.07964e-05	-1.01423	-2.13318e-06	0.0141355	8.37689e-08	
580	79.2764	1410.19	21.6392	1.27672e-05	-1.13718	-2.37629e-06	0.0159366	9.98827e-08	
581	86.0471	1404.7	23.2512	1.42432e-05	-1.22787	-2.53877e-06	0.0172837	1.10193e-07	
582	62.2924	1425.43	18.6112	6.38916e-06	-0.954581	-2.1982e-06	0.0131345	6.99482e-08	
583	58.5099	1428.73	17.6389	5.52849e-06	-0.897443	-2.09777e-06	0.0122864	6.12433e-08	
584	80.326	1411.53	21.6662	1.35777e-05	-1.14359	-2.36778e-06	0.0160813	1.03116e-07	
585	80.0512	1409.42	22.3364	1.22445e-05	-1.16439	-2.4647e-06	0.0162228	9.73299e-08	
586	86.0212	1403.17	23.5461	1.40239e-05	-1.23426	-2.572e-06	0.0172354	1.07646e-07	
587	67.3296	1420.21	19.4955	9.41589e-06	-1.00278	-2.20638e-06	0.0138325	7.66501e-08	
588	73.9446	1414.79	20.6837	9.89299e-06	-1.07714	-2.37937e-06	0.0149895	9.12207e-08	
589	91.7804	1400.72	24.176	1.56957e-05	-1.28436	-2.62692e-06	0.0181461	1.18766e-07	
590	87.3666	1402.43	23.543	1.48598e-05	-1.23979	-2.54904e-06	0.0173944	1.11055e-07	
591	85.6049	1403.81	23.1631	1.37599e-05	-1.22442	-2.54377e-06	0.0172597	1.09172e-07	
592	94.091	1398.7	24.601	1.6106e-05	-1.31019	-2.66123e-06	0.0185446	1.22519e-07	
593	90.353	1400.39	24.3373	1.52109e-05	-1.28529	-2.64248e-06	0.018076	1.15772e-07	
594	69.1117	1417.79	20.1602	9.15046e-06	-1.03819	-2.29771e-06	0.0143436	7.93097e-08	
595	84.6377	1403.81	23.2973	1.26011e-05	-1.22466	-2.5959e-06	0.0171793	1.06849e-07	
596	95.6845	1430.03	15.4239	-1.09563e-05	-0.871426	-1.38861e-06	0.0128586	3.23631e-08	
597	82.6108	1406.31	22.62	1.36102e-05	-1.18466	-2.47595e-06	0.0165665	1.03562e-07	
598	78.2565	1409.37	22.0521	1.22466e-05	-1.14486	-2.43276e-06	0.0159236	9.51128e-08	
599	85.6842	1405.71	23.1503	1.33908e-05	-1.22062	-2.5893e-06	0.0171561	1.09788e-07	
600	85.6744	1407.26	22.6694	1.47343e-05	-1.20016	-2.48166e-06	0.0168854	1.09882e-07	
601	83.558	1404.79	22.8127	1.30838e-05	-1.201	-2.51936e-06	0.0168544	1.06053e-07	
602	82.0048	1405.2	22.7845	1.26832e-05	-1.18434	-2.49926e-06	0.0164886	9.9304e-08	
603	97.4988	1395.33	25.4806	1.66492e-05	-1.36156	-2.75909e-06	0.0193191	1.27955e-07	
604	100.102	1392.57	26.0592	1.67339e-05	-1.39205	-2.84831e-06	0.019771	1.3129e-07	
605	88.294	1402.55	23.4503	1.488e-05	-1.24282	-2.55982e-06	0.0175286	1.13873e-07	
606	83.9711	1407.03	22.374	1.44614e-05	-1.18391	-2.43028e-06	0.0166672	1.07289e-07	
607	74.4882	1409.29	22.0475	4.64172e-06	-1.12772	-2.64025e-06	0.0155231	8.55707e-08	
608	77.5324	1414.37	20.9906	1.30666e-05	-1.10234	-2.29094e-06	0.0154225	9.71947e-08	
609	86.3711	1406.74	22.8005	1.47611e-05	-1.20705	-2.48771e-06	0.0170064	1.11922e-07	
610	97.5331	1389.8	26.6218	1.10441e-05	-1.36315	-2.91378e-06	0.0187756	1.06625e-07	
611	84.8637	1406.51	22.4509	1.45192e-05	-1.18848	-2.44706e-06	0.0167346	1.09286e-07	
612	67.7	1417.93	19.8724	7.47021e-06	-1.01906	-2.32143e-06	0.0140445	7.66052e-08	
613	81.2881	1407.88	22.3214	1.359e-05	-1.16953	-2.43716e-06	0.0163467	1.02702e-07	
614	87.8452	1405.24	23.1396	1.44955e-05	-1.22393	-2.47619e-06	0.0172187	1.09358e-07	
615	90.1209	1398.54	24.581	1.36022e-05	-1.29485	-2.70883e-06	0.0181975	1.14185e-07	
616	83.452	1403.33	23.2559	1.19833e-05	-1.21554	-2.57425e-06	0.0169642	1.03813e-07	
617	83.6763	1408.29	22.4517	1.41843e-05	-1.18445	-2.43782e-06	0.0166132	1.07042e-07	
618	94.3493	1396.42	25.2087	1.50492e-05	-1.33378	-2.76768e-06	0.0187986	1.21889e-07	
619	73.9197	1415.38	20.5506	1.14241e-05	-1.07138	-2.2925e-06	0.014912	8.98639e-08	
620	83.9813	1408.03	22.0935	1.44742e-05	-1.16935	-2.41448e-06	0.0164724	1.0767e-07	
621	83.638	1404.82	23.1093	1.30433e-05	-1.20957	-2.56167e-06	0.0169105	1.04343e-07	
622	86.9723	1400.94	23.8594	1.39056e-05	-1.25051	-2.62028e-06	0.0174965	1.09291e-07	
623	75.4128	1412.27	21.3632	1.10828e-05	-1.10957	-2.38455e-06	0.0154108	9.05522e-08	
624	79.4865	1409.54	21.8877	1.24152e-05	-1.1431	-2.42625e-06	0.0159452	9.83736e-08	
625	86.827	1405.51	23.0507	1.49433e-05	-1.22308	-2.51176e-06	0.0172428	1.133e-07	
626	87.2269	1402.49	23.3562	1.27612e-05	-1.23268	-2.60161e-06	0.0173471	1.10914e-07	
627	87.3529	1399.22	24.143	1.35008e-05	-1.25393	-2.5797e-06	0.0174354	1.02779e-07	
628	81.4846	1405.76	22.7696	1.27949e-05	-1.1843	-2.49693e-06	0.0164651	1.00084e-07	
629	88.1951	1399.58	23.9717	1.28858e-05	-1.26191	-2.68698e-06	0.0177478	1.12481e-07	
630	84.0291	1408.1	22.2345	1.35515e-05	-1.18201	-2.46052e-06	0.0167304	1.0758e-07	
631	87.6574	1401.78	24.0748	1.4186e-05	-1.26522	-2.6173e-06	0.0177315	1.10155e-07	
632	77.8247	1412.76	21.4521	1.19729e-05	-1.12367	-2.38228e-06	0.0157081	9.61351e-08	
633	92.3127	1396.65	24.6341	1.59272e-05	-1.30562	-2.64563e-06	0.0184034	1.20152e-07	
634	89.5234	1399.29	24.5743	1.44217e-05	-1.29115	-2.6948e-06	0.0181032	1.1352e-07	
635	90.3262	1401.88	23.8582	1.56753e-05	-1.26647	-2.55884e-06	0.0178628	1.16769e-07	
636	81.5997	1410.92	21.9098	1.22435e-05	-1.15362	-2.46091e-06	0.0161932	1.02649e-07	
637	77.6662	1406.08	22.9158	9.19235e-06	-1.17361	-2.57805e-06	0.0161771	8.48827e-08	
638	87.2896	1401.67	23.7854	1.43663e-05	-1.25123	-2.58979e-06	0.0175425	1.11281e-07	
639	84.247	1407.23	22.6337	1.45473e-05	-1.19277	-2.4548e-06	0.0167362	1.07525e-07	
640	85.7966	1404.35	23.1952	1.39231e-05	-1.22341	-2.55214e-06	0.0171952	1.09873e-07	
641	84.4278	1406.7	22.7989	1.43331e-05	-1.20165	-2.46895e-06	0.0168659	1.07938e-07	
642	92.0231	1399.45	24.4185	1.56144e-05	-1.29655	-2.66522e-06	0.0183015	1.20194e-07	
643	73.5479	1413.22	20.6124	1.00467e-05	-1.07578	-2.35809e-06	0.0150062	9.20827e-08	
644	72.4547	1409.67	21.776	5.21323e-06	-1.10769	-2.60914e-06	0.0152127	7.94259e-08	
645	75.7523	1407.87	22.006	8.18266e-06	-1.1331	-2.5604e-06	0.0156856	8.89668e-08	
646	91.5703	1396.26	25.2849	1.37197e-05	-1.32805	-2.80693e-06	0.0186365	1.15207e-07	
647	88.9147	1403.55	23.6098	1.51717e-05	-1.2556	-2.56473e-06	0.0177346	1.16372e-07	
648	82.5953	1398.89	24.5058	6.63215e-06	-1.25725	-2.89925e-06	0.017358	9.75893e-08	
649	66.1069	1424.17	18.3297	9.83411e-06	-0.953976	-2.07552e-06	0.013273	8.10023e-08	
650	81.6445	1404.82	22.8772	1.13916e-05	-1.1894	-2.59643e-06	0.0165548	1.0006e-07	
651	102.244	1391.67	26.2303	1.74368e-05	-1.40868	-2.85627e-06	0.0200789	1.33995e-07	
652	68.3527	1418.05	19.965	9.03776e-06	-1.02459	-2.25798e-06	0.0141114	7.76423e-08	
653	82.9176	1405.52	22.5993	1.31988e-05	-1.18909	-2.47375e-06	0.0166962	1.05081e-07	
654	79.0156	1410.45	22.0849	1.20831e-05	-1.1509	-2.48206e-06	0.0160475	9.76788e-08	
655	93.0738	1400.74	24.1567	1.55649e-05	-1.28378	-2.57596e-06	0.0181655	1.15526e-07	
656	68.9896	1416.7	20.3463	8.28364e-06	-1.04451	-2.35154e-06	0.0143841	7.93433e-08	
657	75.4536	1409.42	21.4665	1.0408e-05	-1.11477	-2.43178e-06	0.0155133	9.14737e-08	
658	77.7236	1410.92	21.6867	1.15951e-05	-1.13171	-2.42016e-06	0.0157811	9.5279e-08	
659	71.2869	1418.79	19.7434	1.09083e-05	-1.03253	-2.183e-06	0.0144519	8.57395e-08	
660	82.2354	1407.99	22.6753	1.34514e-05	-1.18595	-2.46504e-06	0.0165404	1.01577e-07	
661	86.6409	1402.63	23.4009	1.46768e-05	-1.23589	-2.5379e-06	0.0173668	1.10886e-07	
662	94.5381	1395.09	25.136	1.55195e-05	-1.33614	-2.73205e-06	0.0189046	1.23108e-07	
663	89.0609	1402.18	23.9974	1.39972e-05	-1.26768	-2.68006e-06	0.0178653	1.13367e-07	
664	90.9949	1399.79	24.2639	1.4978e-05	-1.28864	-2.66269e-06	0.0182035	1.18892e-07	
665	91.5789	1398.56	24.4957	1.55283e-05	-1.29695	-2.65611e-06	0.0182607	1.18607e-07	
666	72.0227	1413.12	21.4777	5.70645e-06	-1.09697	-2.55691e-06	0.0150952	8.13631e-08	
667	91.5931	1394.23	25.4369	1.42698e-05	-1.33405	-2.80078e-06	0.0186943	1.1412e-07	
668	91.5649	1398.45	24.3825	1.56404e-05	-1.29082	-2.63817e-06	0.018173	1.18129e-07	
669	89.2993	1403.52	23.5244	1.54073e-05	-1.25095	-2.54094e-06	0.0176929	1.15912e-07	
670	93.8318	1396.19	25.2016	1.5708e-05	-1.33415	-2.73927e-06	0.0188023	1.21203e-07	
671	87.7506	1398.09	24.6198	1.30621e-05	-1.28725	-2.72789e-06	0.0179932	1.08725e-07	
672	81.2368	1410.48	21.931	1.35299e-05	-1.15457	-2.40192e-06	0.0161849	1.02363e-07	
673	84.2368	1403.12	23.2468	1.35102e-05	-1.21665	-2.54434e-06	0.0169974	1.04404e-07	
674	97.4528	1394.3	25.7491	1.68231e-05	-1.37065	-2.75833e-06	0.0193905	1.26992e-07	
675	70.6343	1418.3	19.9289	1.11403e-05	-1.03232	-2.19399e-06	0.0143092	8.52064e-08	
676	79.3502	1402.52	23.5236	8.7172e-06	-1.20392	-2.66973e-06	0.016573	8.98067e-08	
677	84.2164	1405.2	22.9168	1.35062e-05	-1.20639	-2.52417e-06	0.0169376	1.06091e-07	
678	72.2217	1413.06	21.2488	6.16834e-06	-1.09046	-2.5105e-06	0.0150326	8.2088e-08	
679	89.417	1393.3	25.8092	1.35676e-05	-1.33104	-2.86524e-06	0.0184218	1.06867e-07	
680	75.236	1409.2	22.4326	8.855e-06	-1.14631	-2.5713e-06	0.0157554	8.26427e-08	
681	88.6252	1403.96	23.7404	1.32045e-05	-1.2578	-2.67844e-06	0.0177446	1.14939e-07	
682	88.8071	1402.34	23.926	1.41239e-05	-1.2638	-2.63662e-06	0.017789	1.12894e-07	
683	84.0441	1403.59	23.2455	1.39656e-05	-1.21703	-2.53266e-06	0.0169989	1.05679e-07	
684	84.9965	1401.31	24.0425	1.23867e-05	-1.2511	-2.66646e-06	0.0174163	1.04083e-07	
685	78.7534	1402.3	23.6042	6.02769e-06	-1.20334	-2.84253e-06	0.0165342	8.76367e-08	
686	77.0836	1413.03	21.0802	1.24931e-05	-1.10603	-2.31847e-06	0.0154757	9.57314e-08	
687	75.4873	1413.73	21.031	1.17186e-05	-1.09803	-2.34055e-06	0.0153245	9.20443e-08	
688	83.3839	1407.48	22.9816	1.25457e-05	-1.20412	-2.55517e-06	0.0168251	1.04542e-07	
689	48.7204	1447.72	13.8712	5.19718e-06	-0.715715	-1.64211e-06	0.00992681	4.57301e-08	
690	65.4714	1428.91	17.4098	1.05143e-05	-0.921841	-1.93559e-06	0.0130128	8.05048e-08	
691	87.8335	1398.82	24.5201	1.31528e-05	-1.28318	-2.73012e-06	0.0179392	1.09439e-07	
692	90.7658	1400.8	24.2242	1.52985e-05	-1.27832	-2.61626e-06	0.0179677	1.15016e-07	
693	93.0854	1398.99	24.6017	1.60498e-05	-1.30722	-2.64892e-06	0.0184602	1.20833e-07	
694	92.3322	1395.41	25.0921	1.5194e-05	-1.32329	-2.71583e-06	0.0185929	1.17125e-07	
695	84.2305	1406.61	22.5972	1.46728e-05	-1.1946	-2.44833e-06	0.0167846	1.09365e-07	
696	96.0552	1397.72	25.3862	1.56354e-05	-1.35274	-2.78198e-06	0.0191521	1.25013e-07	
697	72.3567	1413.61	21.0832	7.53501e-06	-1.08687	-2.44637e-06	0.0150476	8.58397e-08	
698	86.136	1403.9	23.2504	1.47023e-05	-1.22636	-2.5078e-06	0.0172268	1.10197e-07	
699	59.383	1427.78	17.6672	8.08511e-06	-0.901613	-1.99974e-06	0.0123447	6.30015e-08	
700	79.8119	1407.8	22.2527	1.29568e-05	-1.16122	-2.41964e-06	0.0161603	9.77064e-08	
701	88.5279	1403.05	23.8286	1.4865e-05	-1.25661	-2.59703e-06	0.0176376	1.12726e-07	
702	77.1085	1415.48	20.9695	1.29816e-05	-1.10382	-2.26623e-06	0.0154519	9.66369e-08	
703	87.7102	1402.64	23.6646	1.49277e-05	-1.24913	-2.56254e-06	0.0175339	1.1265e-07	
704	78.934	1413.14	21.0479	1.35636e-05	-1.11204	-2.30988e-06	0.0155944	1.00597e-07	
705	87.2986	1405.81	23.5669	1.49808e-05	-1.24519	-2.5708e-06	0.0174862	1.12473e-07	
706	73.4282	1415.75	20.8023	1.14447e-05	-1.08323	-2.31466e-06	0.0150514	8.87283e-08	
707	82.4529	1404.88	22.7701	1.25173e-05	-1.19492	-2.52447e-06	0.0167173	1.04342e-07	
708	95.3788	1393.1	25.9984	1.58379e-05	-1.37028	-2.78963e-06	0.0192111	1.20934e-07	
709	86.9625	1402.95	23.8728	1.41921e-05	-1.25363	-2.59365e-06	0.0175428	1.09614e-07	
710	66.939	1422.29	19.1518	9.27474e-06	-0.993284	-2.21429e-06	0.0137765	7.92278e-08	
711	88.5304	1402.49	23.8291	1.4915e-05	-1.25939	-2.59883e-06	0.0177128	1.13793e-07	
712	81.4184	1411.35	21.9916	1.29588e-05	-1.16111	-2.43918e-06	0.0163148	1.04137e-07	
713	66.4085	1457.23	11.9946	-6.79854e-06	-0.683398	-1.43283e-06	0.00993732	3.02894e-08	
714	90.2924	1400.86	24.1889	1.56582e-05	-1.28369	-2.5671e-06	0.0180935	1.16177e-07	
715	80.7504	1409.26	22.3378	1.26229e-05	-1.17256	-2.48426e-06	0.0163972	1.00016e-07	
716	93.4491	1398.81	24.9224	1.5579e-05	-1.32401	-2.69088e-06	0.0186902	1.21625e-07	
717	87.0801	1403.61	23.6681	1.43477e-05	-1.2482	-2.5819e-06	0.0175087	1.10223e-07	
718	85.4873	1404.05	23.3763	1.39554e-05	-1.22678	-2.54762e-06	0.0171647	1.0781e-07	
719	73.7725	1418.24	20.0316	1.26623e-05	-1.05456	-2.18887e-06	0.0147358	9.40996e-08	
720	91.3239	1400.37	23.8553	1.56729e-05	-1.27497	-2.5955e-06	0.0180691	1.20036e-07	
721	84.6545	1405.43	23.1863	1.40052e-05	-1.21921	-2.51009e-06	0.0170542	1.05538e-07	
722	89.5855	1401.71	24.1019	1.5046e-05	-1.27265	-2.64191e-06	0.0178629	1.15261e-07	
723	50.3859	1438.46	15.2565	4.6837e-06	-0.777719	-1.8425e-06	0.0106171	4.91284e-08	
724	78.2089	1411.33	21.8957	1.24411e-05	-1.14516	-2.39088e-06	0.0159532	9.63321e-08	
725	74.0643	1413.74	21.0984	1.07446e-05	-1.09574	-2.3669e-06	0.0151962	8.87919e-08	
726	88.1649	1403.03	23.8073	1.38963e-05	-1.25955	-2.59436e-06	0.0177116	1.13654e-07	
727	84.6538	1403.79	23.578	1.35278e-05	-1.23282	-2.58179e-06	0.0171759	1.04748e-07	
728	84.9746	1404.25	23.5818	1.31064e-05	-1.23831	-2.5832e-06	0.0173129	1.06881e-07	
729	79.5762	1411.83	21.6173	1.36676e-05	-1.14137	-2.32959e-06	0.0159838	1.01719e-07	
730	78.3959	1406.44	22.8763	9.59412e-06	-1.17685	-2.57056e-06	0.016229	9.0815e-08	
731	82.1036	1405.75	23.1748	1.14733e-05	-1.2057	-2.60363e-06	0.0167548	9.99684e-08	
732	82.8614	1407.08	22.7741	1.3526e-05	-1.19891	-2.48667e-06	0.0167779	1.04149e-07	
733	85.873	1404.83	23.4731	1.34999e-05	-1.23867	-2.57806e-06	0.0174014	1.08948e-07	
734	98.1866	1396.81	25.4407	1.62575e-05	-1.36333	-2.79672e-06	0.0193777	1.27358e-07	
735	89.685	1401.62	24.3185	1.48785e-05	-1.28533	-2.65257e-06	0.0180636	1.14636e-07	
736	79.9591	1409.64	22.2227	1.29141e-05	-1.16469	-2.44901e-06	0.0162505	1.00103e-07	
737	67.2112	1423.14	19.1521	9.79295e-06	-0.993904	-2.16038e-06	0.0137548	8.02205e-08	
738	89.4429	1400.83	24.4946	1.39628e-05	-1.28941	-2.70006e-06	0.0180629	1.12579e-07	
739	81.46	1407.48	22.5691	1.27071e-05	-1.18167	-2.49322e-06	0.0164898	1.0144e-07	
740	91.5549	1399.13	24.6986	1.52224e-05	-1.30498	-2.69284e-06	0.0183149	1.16541e-07	
741	70.0702	1416.68	20.811	8.0149e-06	-1.06783	-2.40367e-06	0.0146747	7.89599e-08	
742	77.8149	1412.96	21.6153	1.22845e-05	-1.13203	-2.3706e-06	0.0157885	9.54051e-08	
743	85.9079	1402.53	23.5656	1.40232e-05	-1.23903	-2.57889e-06	0.0173484	1.08841e-07	
744	89.016	1404.59	23.717	1.50073e-05	-1.25852	-2.59061e-06	0.0177189	1.14012e-07	
745	75.7826	1416.66	20.7815	1.22087e-05	-1.09605	-2.34164e-06	0.0153576	9.67826e-08	
746	73.9296	1414.36	21.1868	1.07632e-05	-1.10129	-2.34996e-06	0.0152732	8.80376e-08	
747	84.1107	1406.26	23.0931	1.39125e-05	-1.21279	-2.49181e-06	0.0169364	1.05686e-07	
748	85.6577	1399.83	24.2259	1.2164e-05	-1.26434	-2.69296e-06	0.0176159	1.05715e-07	
749	54.4803	1447.84	13.553	4.90793e-06	-0.717475	-1.6816e-06	0.0101509	5.51802e-08	
750	79.8563	1412.31	22.1667	1.21573e-05	-1.16391	-2.44676e-06	0.0162686	9.73588e-08	
751	71.216	1421.64	19.8196	1.07773e-05	-1.03661	-2.18779e-06	0.0144471	8.57642e-08	
752	71.2476	1421.57	19.7623	1.09595e-05	-1.03415	-2.22082e-06	0.0143895	8.82237e-08	
753	92.7567	1401.81	24.474	1.57403e-05	-1.30661	-2.64562e-06	0.018476	1.22285e-07	
754	101.383	1396.16	25.7964	1.73747e-05	-1.39164	-2.76595e-06	0.0198638	1.33472e-07	
755	92.4262	1399.3	25.2432	1.54174e-05	-1.33117	-2.72074e-06	0.0186473	1.16933e-07	
756	87.175	1403.17	23.865	1.46459e-05	-1.25899	-2.63476e-06	0.0176205	1.11694e-07	
