x = temp. degC, y = integration time, z = pixel counts
z(x,y) = p00 + p10*x + p01*y + p20*x^2 + p11*x*y + p30*x^3 + p21*x^2*y
px_num	rmse	p00	p10	p01	p20	p11	p30	p21
249	94.9578	1399.99	24.81	1.64298e-05	-1.32678	-2.70042e-06	0.0188004	1.25489e-07	
250	98.4193	1401.55	23.7536	1.34122e-05	-1.22233	-2.58265e-06	0.0168175	1.03606e-07	
251	103.466	1388.36	27.0035	1.77379e-05	-1.44145	-2.91464e-06	0.0204647	1.35273e-07	
252	92.5618	1403.34	23.8398	1.58803e-05	-1.27428	-2.60729e-06	0.0180197	1.22237e-07	
253	86.3217	1402.63	23.6011	1.40167e-05	-1.23731	-2.58504e-06	0.017307	1.0865e-07	
254	67.0872	1424.41	18.4564	1.07498e-05	-0.96786	-2.05348e-06	0.0135318	8.15158e-08	
255	85.4528	1404.56	23.0326	1.44822e-05	-1.21012	-2.50375e-06	0.0169267	1.07853e-07	
256	74.3701	1414.97	20.6563	1.1615e-05	-1.07687	-2.29191e-06	0.0150108	8.9845e-08	
257	81.1602	1410.96	21.9646	1.35979e-05	-1.15871	-2.45756e-06	0.0162581	1.05772e-07	
258	84.8424	1406.64	22.6883	1.43557e-05	-1.198	-2.48293e-06	0.0168303	1.07685e-07	
259	78.6522	1410.32	22.0887	1.15465e-05	-1.14805	-2.48647e-06	0.0159724	9.58797e-08	
260	104.571	1388.77	27.0333	1.75117e-05	-1.4491	-2.94607e-06	0.0206401	1.36593e-07	
261	91.386	1396.93	24.914	1.49393e-05	-1.31146	-2.70326e-06	0.0184094	1.16166e-07	
262	78.8536	1407.09	22.52	1.05602e-05	-1.16386	-2.52822e-06	0.0161218	9.22078e-08	
263	68.6989	1414.8	20.8753	4.2705e-06	-1.0606	-2.49444e-06	0.0144865	7.14688e-08	
264	90.068	1403.16	23.9824	1.51852e-05	-1.26956	-2.62449e-06	0.0178561	1.16196e-07	
265	89.9836	1400.3	23.9449	1.5627e-05	-1.26956	-2.58542e-06	0.0178791	1.18229e-07	
266	82.2956	1403.38	22.8619	1.31803e-05	-1.19312	-2.52758e-06	0.0166148	1.03269e-07	
267	78.0477	1411.67	21.9346	1.10293e-05	-1.1427	-2.47108e-06	0.0158992	9.39401e-08	
268	87.6016	1399.65	24.1073	1.36244e-05	-1.26462	-2.62387e-06	0.0177289	1.07612e-07	
269	75.0964	1414.78	20.7939	1.17746e-05	-1.08654	-2.30819e-06	0.0151364	9.14096e-08	
270	89.4396	1401.87	23.6819	1.49405e-05	-1.25728	-2.58007e-06	0.0177652	1.16039e-07	
271	86.4856	1402.69	23.4337	1.37858e-05	-1.22375	-2.43685e-06	0.0170639	1.00176e-07	
272	89.2964	1404.48	23.6645	1.52981e-05	-1.25364	-2.57207e-06	0.0176498	1.15212e-07	
273	88.7302	1398.08	24.5548	1.41662e-05	-1.28342	-2.69955e-06	0.0179251	1.11077e-07	
274	65.9192	1418.52	20.061	5.79816e-06	-1.02555	-2.38972e-06	0.0141005	7.26992e-08	
275	86.2776	1396.57	25.1777	9.32611e-06	-1.29903	-2.88245e-06	0.0179831	1.03917e-07	
276	92.154	1396.05	25.4475	1.49809e-05	-1.33707	-2.77337e-06	0.0187439	1.16219e-07	
277	87.7522	1404.6	23.662	1.4501e-05	-1.24805	-2.57252e-06	0.0175358	1.11517e-07	
278	85.9017	1403.34	23.7973	1.32205e-05	-1.24094	-2.59581e-06	0.0172857	1.05725e-07	
279	75.8497	1413.68	21.0464	1.27442e-05	-1.09711	-2.2813e-06	0.0152614	9.33074e-08	
280	67.6646	1417.35	19.7885	7.90112e-06	-1.01499	-2.3095e-06	0.0139814	7.62943e-08	
281	85.4464	1405.58	23.2192	1.37317e-05	-1.22079	-2.5425e-06	0.0171051	1.08433e-07	
282	89.2961	1402.52	23.8744	1.50157e-05	-1.26321	-2.61108e-06	0.0177706	1.13768e-07	
283	90.4409	1400.68	24.6392	1.35197e-05	-1.30067	-2.7208e-06	0.0182638	1.1467e-07	
284	86.4683	1404.94	23.5217	1.31855e-05	-1.23767	-2.52671e-06	0.0173522	1.04777e-07	
285	72.6724	1417.37	20.1621	1.14783e-05	-1.04785	-2.2477e-06	0.0145419	8.72603e-08	
286	82.9922	1402.59	23.801	1.17181e-05	-1.23112	-2.65582e-06	0.0170677	9.97508e-08	
287	90.228	1402.31	24.1067	1.5711e-05	-1.27493	-2.56725e-06	0.0179139	1.15601e-07	
288	88.1857	1401.97	23.6812	1.47853e-05	-1.25321	-2.58328e-06	0.0176428	1.12631e-07	
289	89.4402	1400.85	24.0485	1.51084e-05	-1.27026	-2.61464e-06	0.0178267	1.14694e-07	
290	83.6582	1405.44	23.2496	1.22912e-05	-1.21497	-2.59121e-06	0.0169402	1.04939e-07	
291	100.035	1398.55	25.0872	1.69659e-05	-1.35586	-2.73385e-06	0.0193829	1.32426e-07	
292	91.0614	1400.28	24.4844	1.54609e-05	-1.29579	-2.66332e-06	0.0182379	1.17518e-07	
293	74.5105	1415.56	20.451	1.2354e-05	-1.07194	-2.23879e-06	0.014969	9.25817e-08	
294	72.1821	1414.34	20.7329	1.04798e-05	-1.07466	-2.32319e-06	0.0149138	8.57926e-08	
295	78.0364	1408.06	22.3256	1.07343e-05	-1.15657	-2.49857e-06	0.0160612	9.40032e-08	
296	71.936	1416.42	20.4808	1.01893e-05	-1.06245	-2.31808e-06	0.0147373	8.63454e-08	
297	95.5356	1396.43	25.3351	1.64981e-05	-1.34971	-2.73455e-06	0.0190865	1.25313e-07	
298	89.5817	1401.81	24.2242	1.52353e-05	-1.27688	-2.61043e-06	0.0179162	1.13543e-07	
299	68.565	1423.33	18.8292	1.14838e-05	-0.988764	-2.07704e-06	0.0138012	8.51308e-08	
300	80.3098	1410.82	21.9338	1.3435e-05	-1.15041	-2.42116e-06	0.0160787	1.01735e-07	
301	77.4492	1413.04	21.4778	1.22447e-05	-1.12191	-2.36411e-06	0.0156416	9.44275e-08	
302	85.9684	1404.25	23.4605	1.31662e-05	-1.23188	-2.6004e-06	0.0172288	1.07831e-07	
303	87.2894	1403.42	23.6736	1.48535e-05	-1.24509	-2.54112e-06	0.0174478	1.10706e-07	
304	82.247	1412.02	21.914	1.26238e-05	-1.15096	-2.62435e-06	0.0161003	1.06293e-07	
305	83.504	1407.89	22.3736	1.41181e-05	-1.18229	-2.45036e-06	0.0166088	1.06567e-07	
306	68.387	1420.33	19.7364	8.57545e-06	-1.02024	-2.26318e-06	0.0140876	8.03789e-08	
307	91.3774	1396.45	25.1806	1.40591e-05	-1.31852	-2.77763e-06	0.0184362	1.13549e-07	
308	90.102	1401.58	23.6272	1.40989e-05	-1.23327	-2.54868e-06	0.0171458	1.06423e-07	
309	89.797	1399.32	24.3312	1.49671e-05	-1.28176	-2.64423e-06	0.0179607	1.13674e-07	
310	85.1666	1404.24	23.5247	1.34854e-05	-1.2273	-2.59534e-06	0.0171009	1.05332e-07	
311	86.9294	1404.31	23.412	1.43146e-05	-1.23384	-2.5669e-06	0.0173205	1.11003e-07	
312	68.3028	1418.4	19.8612	7.88314e-06	-1.02142	-2.29555e-06	0.0140984	7.89023e-08	
313	82.4349	1408.93	22.526	1.34914e-05	-1.18088	-2.46933e-06	0.0165058	1.02952e-07	
314	76.1657	1414.43	21.1628	1.16995e-05	-1.10587	-2.34355e-06	0.0154369	9.29251e-08	
315	85.5252	1404.91	23.1608	1.40074e-05	-1.21924	-2.5356e-06	0.0171053	1.07906e-07	
316	85.7003	1407.88	22.6926	1.39489e-05	-1.19585	-2.40787e-06	0.0167648	1.05259e-07	
317	88.7886	1400.76	24.17	1.39081e-05	-1.27521	-2.62463e-06	0.0179155	1.12735e-07	
318	90.7835	1398.39	24.8901	1.50629e-05	-1.30724	-2.68206e-06	0.0183052	1.14527e-07	
319	82.3156	1408.35	22.559	1.32349e-05	-1.18411	-2.52954e-06	0.0165401	1.02788e-07	
320	102.971	1386	27.6841	1.71101e-05	-1.45986	-2.92029e-06	0.0205235	1.26033e-07	
321	93.2086	1396.39	24.8787	1.54242e-05	-1.3169	-2.70842e-06	0.0185477	1.18694e-07	
322	83.1795	1408.95	22.6872	1.32353e-05	-1.19529	-2.45878e-06	0.0167558	1.04211e-07	
323	82.8838	1406.7	22.8294	1.35216e-05	-1.19475	-2.47958e-06	0.0166422	1.03477e-07	
324	78.9144	1411.35	21.2335	1.33538e-05	-1.11837	-2.33485e-06	0.0156713	9.97051e-08	
325	90.5836	1401.64	24.2498	1.48915e-05	-1.28417	-2.6821e-06	0.0180796	1.17832e-07	
326	85.123	1405.78	23.3016	1.38207e-05	-1.21959	-2.55336e-06	0.0170233	1.05795e-07	
327	85.8079	1399.94	24.4019	1.07207e-05	-1.26398	-2.76262e-06	0.0175593	1.04808e-07	
328	85.1269	1409.15	22.284	1.45382e-05	-1.18288	-2.42044e-06	0.0166807	1.0967e-07	
329	82.8275	1406.34	22.6695	1.30286e-05	-1.18956	-2.51052e-06	0.0166358	1.04577e-07	
330	84.9094	1404.03	23.0337	1.44888e-05	-1.2115	-2.49578e-06	0.0169809	1.07815e-07	
331	86.6764	1404.63	23.237	1.48527e-05	-1.22605	-2.515e-06	0.0172202	1.10575e-07	
332	102.341	1395.32	25.6603	1.74974e-05	-1.38848	-2.78517e-06	0.0198945	1.35693e-07	
333	76.6366	1411.07	21.8474	1.02903e-05	-1.13382	-2.47844e-06	0.0157647	9.13181e-08	
334	96.0514	1393.79	26.0782	1.52283e-05	-1.37615	-2.86431e-06	0.019373	1.21753e-07	
335	90.2481	1400.31	24.4774	1.44368e-05	-1.29051	-2.69188e-06	0.018157	1.14134e-07	
336	80.6313	1410.45	21.9268	1.34913e-05	-1.15127	-2.39111e-06	0.016094	1.01153e-07	
337	95.8466	1400.37	24.4877	1.66006e-05	-1.31358	-2.67006e-06	0.0186862	1.27138e-07	
338	88.9224	1402.97	23.7284	1.5178e-05	-1.25631	-2.57713e-06	0.0177003	1.14969e-07	
339	78.8026	1408.51	22.06	1.09227e-05	-1.14764	-2.49086e-06	0.0159768	9.59589e-08	
340	83.9205	1406.53	22.6345	1.40384e-05	-1.19167	-2.47497e-06	0.0167169	1.06174e-07	
341	80.7302	1409.13	22.016	1.32505e-05	-1.1571	-2.41246e-06	0.0161955	1.00569e-07	
342	87.417	1402.76	23.6076	1.48476e-05	-1.24518	-2.56726e-06	0.017477	1.11984e-07	
343	73.3492	1412.5	21.1245	8.766e-06	-1.08567	-2.44388e-06	0.0149903	8.43643e-08	
344	76.5575	1411.25	21.4106	1.21937e-05	-1.11631	-2.36647e-06	0.0155371	9.34484e-08	
345	72.7943	1415.92	20.8698	9.62589e-06	-1.07975	-2.35344e-06	0.0149484	8.62235e-08	
346	85.5562	1405	23.7483	1.33333e-05	-1.2422	-2.62729e-06	0.0173623	1.05051e-07	
347	81.7263	1403.39	23.1084	1.19951e-05	-1.2011	-2.54782e-06	0.0167111	9.76628e-08	
348	86.9168	1398.93	24.3877	1.2985e-05	-1.27042	-2.71285e-06	0.0177271	1.07296e-07	
349	92.6483	1399.5	24.4532	1.55946e-05	-1.29951	-2.64702e-06	0.0183891	1.19725e-07	
350	74.2441	1413.41	21.0674	8.83355e-06	-1.07774	-2.34423e-06	0.0148168	7.6799e-08	
351	81.9302	1409.01	22.1709	1.36459e-05	-1.16546	-2.42753e-06	0.0163228	1.03235e-07	
352	83.47	1407.87	22.5302	1.34073e-05	-1.18562	-2.48055e-06	0.0166407	1.06399e-07	
353	84.2409	1406.57	22.831	1.41747e-05	-1.19878	-2.47475e-06	0.016759	1.05699e-07	
354	91.9535	1397.84	24.844	1.53222e-05	-1.31091	-2.69196e-06	0.0184262	1.1695e-07	
355	57.6476	1428.64	17.7275	2.63281e-06	-0.894861	-2.26398e-06	0.0121981	5.87409e-08	
356	75.3107	1408.3	22.0582	9.19715e-06	-1.13585	-2.52014e-06	0.0156981	8.63821e-08	
357	75.4171	1412.09	21.4813	1.16066e-05	-1.10991	-2.36142e-06	0.0153505	8.90042e-08	
358	83.2108	1406.22	22.6193	1.28781e-05	-1.19015	-2.52737e-06	0.016709	1.04475e-07	
359	73.7243	1416.68	20.8039	1.10216e-05	-1.08017	-2.33804e-06	0.0149879	8.83343e-08	
360	85.8981	1406.37	23.118	1.42506e-05	-1.22436	-2.50972e-06	0.0172037	1.10669e-07	
361	86.1209	1402.58	23.7815	1.34436e-05	-1.2499	-2.61712e-06	0.0174884	1.09024e-07	
362	75.961	1412.82	21.2847	1.12774e-05	-1.11373	-2.37091e-06	0.0156004	9.30125e-08	
363	96.1672	1393.17	25.9443	1.57795e-05	-1.36949	-2.78754e-06	0.0192386	1.22626e-07	
364	84.7573	1400.09	24.2322	1.28458e-05	-1.25844	-2.68754e-06	0.0174997	1.02373e-07	
365	88.0053	1399.22	24.2067	1.406e-05	-1.26892	-2.64358e-06	0.0177487	1.11729e-07	
366	84.6844	1401.4	23.7797	1.3481e-05	-1.2376	-2.58623e-06	0.0172137	1.04298e-07	
367	85.4475	1401.06	23.5564	1.31707e-05	-1.23342	-2.59876e-06	0.017256	1.06521e-07	
368	78.6917	1411.83	21.9423	1.14092e-05	-1.14286	-2.46509e-06	0.0159263	9.70768e-08	
369	68.4291	1418.47	19.9906	8.47012e-06	-1.02545	-2.30655e-06	0.0141469	7.69254e-08	
370	83.2044	1402.97	23.2946	1.35601e-05	-1.21506	-2.51869e-06	0.0169387	1.03227e-07	
371	72.5552	1420.51	19.6296	1.22738e-05	-1.03486	-2.22127e-06	0.0145088	9.32343e-08	
372	72.247	1411.24	21.6966	7.62644e-06	-1.10589	-2.53158e-06	0.0151418	7.88845e-08	
373	53.4233	1435.24	16.1402	4.45157e-06	-0.820819	-1.96798e-06	0.0112266	5.42778e-08	
374	76.9066	1412.25	21.432	1.16348e-05	-1.11274	-2.34957e-06	0.0154782	9.03898e-08	
375	95.0339	1389.69	27.0395	1.13915e-05	-1.40052	-2.99184e-06	0.0194398	1.1244e-07	
376	93.9257	1397.91	24.9444	1.60197e-05	-1.32491	-2.71648e-06	0.0187146	1.21817e-07	
377	85.806	1404.52	23.289	1.39023e-05	-1.22774	-2.55468e-06	0.0172376	1.09761e-07	
378	86.9645	1399.88	24.177	1.34997e-05	-1.26265	-2.64442e-06	0.0175838	1.07685e-07	
379	87.2923	1402.44	23.6417	1.49485e-05	-1.24543	-2.54564e-06	0.0174627	1.11741e-07	
380	89.558	1401.79	24.077	1.52015e-05	-1.2734	-2.60947e-06	0.0179098	1.14331e-07	
381	78.1401	1408.46	22.3245	9.85035e-06	-1.15508	-2.53929e-06	0.016037	9.26662e-08	
382	72.6778	1414.88	20.444	1.07976e-05	-1.05839	-2.29485e-06	0.0146537	8.68257e-08	
383	89.5106	1400.23	23.8488	1.54996e-05	-1.2629	-2.57797e-06	0.0177954	1.16401e-07	
384	89.6802	1402.37	24.0028	1.50123e-05	-1.2734	-2.64653e-06	0.0179508	1.17052e-07	
385	67.087	1421.55	19.2564	7.52277e-06	-0.997116	-2.22695e-06	0.0138269	7.98098e-08	
386	74.0218	1413.31	21.1105	1.04471e-05	-1.09709	-2.37032e-06	0.0152506	8.78374e-08	
387	92.1001	1402.26	24.2254	1.58477e-05	-1.29359	-2.65771e-06	0.0183038	1.21977e-07	
388	70.2399	1417.95	20.1696	9.58182e-06	-1.04439	-2.30166e-06	0.0144886	8.2172e-08	
389	74.842	1418.28	20.134	1.2593e-05	-1.06299	-2.20116e-06	0.014931	9.45091e-08	
390	78.6146	1409.23	22.0518	1.19433e-05	-1.1453	-2.45161e-06	0.015919	9.53194e-08	
391	86.9996	1400.62	24.0856	1.38456e-05	-1.25929	-2.63089e-06	0.0175526	1.08212e-07	
392	86.5682	1399.77	24.2616	1.35417e-05	-1.2671	-2.64363e-06	0.0176772	1.08025e-07	
393	76.9321	1404.02	23.1209	5.43739e-06	-1.18218	-2.74807e-06	0.0162774	8.96226e-08	
394	86.636	1402.03	24.1081	1.07096e-05	-1.25721	-2.74943e-06	0.0175318	1.09125e-07	
395	85.8824	1405.93	23.1174	1.43287e-05	-1.22303	-2.51487e-06	0.0172097	1.09929e-07	
396	84.8255	1404.3	23.2572	1.42126e-05	-1.2156	-2.50722e-06	0.0169479	1.04815e-07	
397	73.7019	1416.77	20.1348	1.214e-05	-1.05531	-2.2237e-06	0.0147371	9.14437e-08	
398	72.2711	1422.15	19.3875	8.53952e-06	-1.00602	-2.3776e-06	0.0139322	8.23773e-08	
399	77.6526	1412.21	21.4452	1.19513e-05	-1.12147	-2.4014e-06	0.015659	9.57501e-08	
400	75.6392	1411.57	21.5273	1.07319e-05	-1.11186	-2.4314e-06	0.0153825	8.86326e-08	
401	79.8	1412.01	21.4151	1.35606e-05	-1.13038	-2.32131e-06	0.0158822	1.02662e-07	
402	68.4088	1420.33	19.6294	9.44225e-06	-1.01196	-2.21837e-06	0.0139871	7.83964e-08	
403	79.3684	1411.8	21.7636	1.25993e-05	-1.14442	-2.40354e-06	0.016025	1.00683e-07	
404	66.3528	1416.83	20.4236	2.80644e-06	-1.0356	-2.49547e-06	0.0141539	6.92472e-08	
405	84.8622	1402.97	23.7084	1.31157e-05	-1.2357	-2.61313e-06	0.017214	1.0534e-07	
406	93.9562	1398.4	24.8716	1.58874e-05	-1.32177	-2.70946e-06	0.0186884	1.22082e-07	
407	91.4778	1400.38	24.3994	1.53712e-05	-1.29325	-2.66392e-06	0.0182391	1.17362e-07	
408	78.5316	1413.29	21.2001	1.29956e-05	-1.11423	-2.32542e-06	0.0156025	9.88977e-08	
409	76.3797	1416.92	20.4649	1.2625e-05	-1.08252	-2.25052e-06	0.0152603	9.68537e-08	
410	87.4204	1400.99	23.8764	1.4588e-05	-1.2544	-2.597e-06	0.017565	1.10682e-07	
411	82.6396	1406	22.7597	1.31448e-05	-1.18941	-2.50967e-06	0.0165983	1.01714e-07	
412	89.8824	1400.03	24.5108	1.30029e-05	-1.28826	-2.73659e-06	0.0180886	1.13952e-07	
413	94.953	1394.13	25.4936	1.5391e-05	-1.34801	-2.76783e-06	0.0189826	1.21979e-07	
414	84.561	1406.69	22.7002	1.41607e-05	-1.20018	-2.45221e-06	0.0169182	1.07016e-07	
415	61.7321	1423.66	18.5724	6.62609e-06	-0.944331	-2.17042e-06	0.0129361	6.44209e-08	
416	90.0223	1403.41	23.6208	1.54631e-05	-1.25855	-2.58274e-06	0.0177785	1.17307e-07	
417	84.0258	1405.25	23.1177	1.32359e-05	-1.20813	-2.50808e-06	0.0168577	1.01922e-07	
418	88.5221	1400	23.9657	1.45957e-05	-1.26227	-2.61666e-06	0.0177474	1.12519e-07	
419	84.3302	1404.04	23.3009	1.26965e-05	-1.22316	-2.60012e-06	0.0171444	1.05609e-07	
420	84.1649	1406.62	23.1143	1.33499e-05	-1.20957	-2.54396e-06	0.0168812	1.05007e-07	
421	80.5781	1407.48	22.4542	1.16753e-05	-1.17022	-2.53304e-06	0.0163187	9.83761e-08	
422	87.2349	1402.02	23.845	1.46824e-05	-1.25365	-2.59736e-06	0.0175639	1.10445e-07	
423	89.4455	1400.79	24.1958	1.4362e-05	-1.27469	-2.6485e-06	0.0179058	1.13528e-07	
424	75.9399	1414.59	20.6982	1.28855e-05	-1.08443	-2.24618e-06	0.0151427	9.50386e-08	
425	85.7117	1407.35	22.9911	1.45379e-05	-1.21528	-2.49143e-06	0.0170962	1.09287e-07	
426	81.3721	1407.74	22.6771	1.24828e-05	-1.18532	-2.51006e-06	0.0165439	1.00086e-07	
427	86.4174	1405.99	23.4057	1.39618e-05	-1.23585	-2.50122e-06	0.0172861	1.10322e-07	
428	80.5352	1408.61	21.9009	1.31454e-05	-1.14969	-2.40475e-06	0.0160902	1.01875e-07	
429	85.6291	1405.47	23.2314	1.45903e-05	-1.2201	-2.52035e-06	0.0170738	1.0795e-07	
430	67.1731	1419.47	19.6346	7.8422e-06	-1.00551	-2.27697e-06	0.013848	7.33325e-08	
431	93.4768	1399.48	24.7591	1.60886e-05	-1.3149	-2.68282e-06	0.0185645	1.21424e-07	
432	77.4318	1407.66	22.0735	1.19832e-05	-1.14494	-2.424e-06	0.0158939	9.43063e-08	
433	87.7762	1404.73	23.1053	1.49441e-05	-1.22155	-2.52057e-06	0.0171725	1.11106e-07	
434	83.0577	1407.08	22.5012	1.35186e-05	-1.1814	-2.4436e-06	0.0165406	1.04407e-07	
435	94.6082	1399.31	24.8152	1.63029e-05	-1.3259	-2.68288e-06	0.0188132	1.23721e-07	
436	89.201	1404.13	23.4498	1.5419e-05	-1.2457	-2.5516e-06	0.017572	1.15381e-07	
437	85.4586	1403.9	23.2398	1.41407e-05	-1.22246	-2.51392e-06	0.0171404	1.07568e-07	
438	80.3093	1406.83	22.9605	9.55738e-06	-1.19004	-2.61496e-06	0.016543	9.72146e-08	
439	71.3677	1431.02	17.9489	1.19856e-05	-0.966566	-2.23003e-06	0.0137406	1.00832e-07	
440	78.3831	1412.91	21.2172	1.27965e-05	-1.11691	-2.34194e-06	0.0156743	9.83536e-08	
441	84.0075	1404.42	23.0594	1.38626e-05	-1.20646	-2.5063e-06	0.0168427	1.04978e-07	
442	87.5527	1406.24	22.8327	1.4604e-05	-1.22043	-2.53843e-06	0.0173149	1.17402e-07	
443	81.4132	1408.42	22.0611	1.35979e-05	-1.15885	-2.41362e-06	0.0162199	1.0161e-07	
444	84.1624	1407.39	22.6069	1.43617e-05	-1.1895	-2.45644e-06	0.0166703	1.05452e-07	
445	80.2177	1409.69	21.9861	1.30268e-05	-1.15557	-2.43207e-06	0.0161897	1.01226e-07	
446	90.0181	1398.13	24.6615	1.49325e-05	-1.29299	-2.66848e-06	0.0180865	1.12679e-07	
447	89.2184	1397.78	24.9556	1.23796e-05	-1.30554	-2.78048e-06	0.0182804	1.10982e-07	
448	77.8739	1408.13	22.2399	9.33694e-06	-1.15125	-2.53616e-06	0.0159858	9.44415e-08	
449	81.4069	1408.13	22.3028	1.32499e-05	-1.17127	-2.43235e-06	0.0163919	1.02211e-07	
450	88.0696	1403.19	23.4899	1.46978e-05	-1.2431	-2.57263e-06	0.0175251	1.12897e-07	
451	78.0499	1413.38	21.3017	1.30515e-05	-1.11627	-2.3371e-06	0.0155976	9.71912e-08	
452	83.3492	1403.74	23.4246	1.26467e-05	-1.21823	-2.60198e-06	0.0169499	1.01665e-07	
453	82.9835	1459.38	10.4365	7.43636e-06	-0.586278	-1.79008e-06	0.00849885	9.08719e-08	
454	82.7735	1409.78	22.497	1.36311e-05	-1.18696	-2.47377e-06	0.0166837	1.04189e-07	
455	91.2849	1402.11	24.4369	1.54861e-05	-1.29274	-2.64164e-06	0.0181867	1.16356e-07	
456	86.572	1403.57	23.3785	1.42291e-05	-1.23315	-2.58706e-06	0.0173343	1.12244e-07	
457	70.1749	1416.9	20.2587	1.02543e-05	-1.04549	-2.26417e-06	0.0144507	8.26398e-08	
458	91.8292	1399.7	23.8623	1.55196e-05	-1.26391	-2.60509e-06	0.0177944	1.17253e-07	
459	78.4926	1412.62	21.3422	1.24898e-05	-1.12013	-2.36415e-06	0.0156825	9.77719e-08	
460	73.0426	1416.82	20.4905	1.1481e-05	-1.06695	-2.30226e-06	0.0148621	8.91132e-08	
461	83.5072	1409.39	22.5823	1.35624e-05	-1.18953	-2.50325e-06	0.0166817	1.06352e-07	
462	89.5165	1402.11	23.7619	1.55021e-05	-1.26048	-2.56783e-06	0.017779	1.16086e-07	
463	85.2615	1406.16	23.0118	1.34383e-05	-1.21478	-2.52923e-06	0.0170874	1.07012e-07	
464	77.6123	1410.21	21.6718	1.20637e-05	-1.12619	-2.40403e-06	0.0156221	9.48237e-08	
465	89.9677	1397.71	24.6806	1.43939e-05	-1.29305	-2.70545e-06	0.0180792	1.13433e-07	
466	84.8221	1409.51	22.2996	1.40129e-05	-1.18467	-2.44137e-06	0.0167426	1.09548e-07	
467	72.0567	1415.21	20.7641	8.91861e-06	-1.07497	-2.34902e-06	0.0148831	8.51263e-08	
468	86.6555	1401.4	24.0785	1.33581e-05	-1.25914	-2.64573e-06	0.0175556	1.06959e-07	
469	86.9463	1405.36	23.4915	1.44768e-05	-1.23937	-2.56435e-06	0.0174058	1.11556e-07	
470	62.2648	1422.07	19.3354	1.04163e-06	-0.981881	-2.45362e-06	0.0134239	6.62491e-08	
471	93.9062	1397.35	25.0343	1.60914e-05	-1.32824	-2.70327e-06	0.0187451	1.2174e-07	
472	81.7599	1410.42	21.8549	1.40007e-05	-1.15458	-2.37561e-06	0.0162107	1.05223e-07	
473	87.8632	1407.7	22.9413	1.54044e-05	-1.22567	-2.50387e-06	0.017342	1.15858e-07	
474	81.9429	1407.93	22.3617	1.39079e-05	-1.17367	-2.40934e-06	0.0164092	1.03712e-07	
475	86.4167	1404.74	23.1375	1.44456e-05	-1.2204	-2.52473e-06	0.017166	1.10762e-07	
476	82.9032	1404.82	23.0443	1.28296e-05	-1.20316	-2.52683e-06	0.016813	1.02449e-07	
477	68.8075	1420.15	19.6798	1.01532e-05	-1.02097	-2.20783e-06	0.014143	8.17456e-08	
478	73.7459	1413.06	20.6762	1.15565e-05	-1.07582	-2.30208e-06	0.0149739	9.02767e-08	
479	90.8849	1400.57	24.2503	1.5759e-05	-1.28424	-2.60274e-06	0.0180832	1.1763e-07	
480	79.8916	1411.19	21.6165	1.34069e-05	-1.13963	-2.3698e-06	0.0159957	1.01421e-07	
481	82.5544	1409.1	22.4763	1.36092e-05	-1.18167	-2.4732e-06	0.0165603	1.04291e-07	
482	80.2136	1409.1	22.0693	1.29511e-05	-1.15223	-2.41198e-06	0.0160587	9.87407e-08	
483	86.7132	1403.72	23.5291	1.42392e-05	-1.23888	-2.58127e-06	0.0173544	1.10585e-07	
484	72.7842	1418.18	19.9492	9.70715e-06	-1.04209	-2.35543e-06	0.0145378	9.19522e-08	
485	83.1806	1409.1	22.0439	1.41712e-05	-1.17021	-2.37654e-06	0.0165326	1.06673e-07	
486	79.8297	1410.38	21.828	1.2876e-05	-1.14558	-2.41492e-06	0.0160338	9.9292e-08	
487	85.7935	1400.98	23.8302	1.36083e-05	-1.24595	-2.59743e-06	0.0174023	1.07356e-07	
488	80.7199	1409.38	21.7219	1.36749e-05	-1.14348	-2.37322e-06	0.0160422	1.0365e-07	
489	44.8344	1443.55	13.9194	3.49075e-06	-0.703734	-1.71426e-06	0.00956498	4.04265e-08	
490	79.0996	1407.41	22.5667	9.13059e-06	-1.168	-2.61922e-06	0.0162077	9.5799e-08	
491	63.2807	1424.92	18.4965	5.67443e-06	-0.948995	-2.23555e-06	0.0130757	7.03319e-08	
492	86.3103	1401.35	24.0887	1.20044e-05	-1.25318	-2.70229e-06	0.0174336	1.05986e-07	
493	88.5216	1404.89	23.0481	1.52318e-05	-1.23124	-2.50285e-06	0.0174692	1.16498e-07	
494	90.4986	1402.79	23.7881	1.5324e-05	-1.26756	-2.57172e-06	0.0179597	1.17289e-07	
495	88.4865	1402.12	24.3451	1.47379e-05	-1.28035	-2.64973e-06	0.0179444	1.12449e-07	
496	81.8207	1412.29	21.9159	1.32628e-05	-1.16113	-2.45882e-06	0.0163461	1.06586e-07	
497	83.7	1407.23	22.9582	1.36154e-05	-1.20409	-2.50995e-06	0.0168316	1.05311e-07	
498	79.894	1408.21	22.4471	1.17513e-05	-1.17098	-2.50401e-06	0.0163541	9.7293e-08	
499	78.5214	1410.76	22.1991	1.16661e-05	-1.15519	-2.47157e-06	0.0160721	9.3746e-08	
500	82.6371	1406.71	22.8857	1.24783e-05	-1.20224	-2.54965e-06	0.0168302	1.02718e-07	
501	69.282	1419.23	19.7031	9.92346e-06	-1.01943	-2.22357e-06	0.0141033	8.20266e-08	
502	77.0357	1410.68	21.7387	9.81754e-06	-1.12941	-2.49102e-06	0.0157175	9.41669e-08	
