380,0.005962
382,0.004564
384,0.003754
386,0.00352
388,0.003262
390,0.002892
392,0.003186
394,0.003324
396,0.004418
398,0.005386
400,0.006676
402,0.008694
404,0.011132
406,0.014924
408,0.02038
410,0.02836
412,0.03892
414,0.05372
416,0.07424
418,0.10078
420,0.13196
422,0.1685
424,0.2084
426,0.2404
428,0.2616
430,0.2668
432,0.2592
434,0.2478
436,0.243
438,0.2486
440,0.2642
442,0.2848
444,0.307
446,0.324
448,0.3314
450,0.3274
452,0.319
454,0.3116
456,0.31
458,0.3148
460,0.3256
462,0.3376
464,0.3456
466,0.3492
468,0.345
470,0.336
472,0.324
474,0.3076
476,0.2904
478,0.274
480,0.2588
482,0.2436
484,0.2306
486,0.2184
488,0.2116
490,0.2096
492,0.212
494,0.2178
496,0.2274
498,0.24
500,0.2528
502,0.265
504,0.2762
506,0.2862
508,0.294
510,0.2992
512,0.3024
514,0.3044
516,0.3046
518,0.3036
520,0.301
522,0.297
524,0.2918
526,0.2852
528,0.278
530,0.268
532,0.2578
534,0.249
536,0.2404
538,0.2324
540,0.2258
542,0.2204
544,0.2174
546,0.216
548,0.2152
550,0.2158
552,0.2172
554,0.2198
556,0.2228
558,0.2264
560,0.2306
562,0.235
564,0.2396
566,0.244
568,0.2486
570,0.2528
572,0.2572
574,0.2616
576,0.2654
578,0.2688
580,0.2714
582,0.2734
584,0.275
586,0.2758
588,0.2758
590,0.2748
592,0.2734
594,0.2712
596,0.2686
598,0.2658
600,0.2618
602,0.2588
604,0.255
606,0.252
608,0.248
610,0.2446
612,0.242
614,0.2394
616,0.2376
618,0.2368
620,0.2374
622,0.239
624,0.242
626,0.2478
628,0.2548
630,0.2634
632,0.2738
634,0.286
636,0.3008
638,0.3148
640,0.326
642,0.3312
644,0.327
646,0.3154
648,0.304
650,0.2974
652,0.2978
654,0.306
656,0.32
658,0.3356
660,0.3488
662,0.3506
664,0.3338
666,0.2986
668,0.2508
670,0.19608
672,0.15472
674,0.12428
676,0.10172
678,0.08402
680,0.0714
682,0.06252
684,0.0555
686,0.04952
688,0.04474
690,0.04112
692,0.0381
694,0.03544
696,0.03286
698,0.03064
700,0.02894
702,0.0273
704,0.0255
706,0.02418
708,0.02278
710,0.02144
712,0.02012
714,0.018866
716,0.017686
718,0.016822
720,0.015574
722,0.014936
724,0.014104
726,0.013454
728,0.012642
730,0.0117
732,0.010888
734,0.010324
736,0.009662
738,0.009362
740,0.008872
742,0.008388
744,0.007836
746,0.007402
748,0.007056
750,0.00665
752,0.006298
754,0.006288
756,0.006102
758,0.0059
760,0.00579
762,0.005782
764,0.005402
766,0.005292
768,0.00485
770,0.004674
772,0.004624
774,0.004606
776,0.004588
778,0.004456
780,0.004392
