380,0.00026
382,0.00024
384,0.0002592
386,0.000235
388,0.0002122
390,0.00019668
392,0.00019468
394,0.00019592
396,0.000224
398,0.0002548
400,0.000298
402,0.0003708
404,0.0004968
406,0.000714
408,0.0010712
410,0.0016122
412,0.002386
414,0.003512
416,0.005196
418,0.007478
420,0.010276
422,0.013498
424,0.016472
426,0.017944
428,0.017734
430,0.01604
432,0.013866
434,0.012254
436,0.011784
438,0.012416
440,0.013914
442,0.015982
444,0.018376
446,0.02052
448,0.0219
450,0.02196
452,0.02126
454,0.0206
456,0.02062
458,0.02156
460,0.02326
462,0.02514
464,0.02646
466,0.0271
468,0.02692
470,0.02628
472,0.02538
474,0.02404
476,0.02242
478,0.02058
480,0.018566
482,0.016406
484,0.01433
486,0.012378
488,0.010968
490,0.01007
492,0.009584
494,0.00943
496,0.009606
498,0.010086
500,0.010796
502,0.011666
504,0.012604
506,0.013552
508,0.014378
510,0.014956
512,0.0152
514,0.015176
516,0.014918
518,0.014516
520,0.013966
522,0.013436
524,0.012924
526,0.012408
528,0.011884
530,0.011244
532,0.010572
534,0.009952
536,0.00934
538,0.008758
540,0.008224
542,0.007756
544,0.007432
546,0.007188
548,0.006986
550,0.00683
552,0.006718
554,0.006644
556,0.006582
558,0.00654
560,0.006518
562,0.006508
564,0.006532
566,0.006566
568,0.006616
570,0.006654
572,0.00671
574,0.006778
576,0.006824
578,0.006866
580,0.006888
582,0.0069
584,0.006912
586,0.006918
588,0.006912
590,0.006906
592,0.006908
594,0.006898
596,0.006894
598,0.006902
600,0.00692
602,0.006974
604,0.00706
606,0.007224
608,0.007452
610,0.007794
612,0.00823
614,0.008766
616,0.00947
618,0.010494
620,0.011642
622,0.01302
624,0.014728
626,0.017142
628,0.01992
630,0.02248
632,0.02416
634,0.02396
636,0.02146
638,0.018674
640,0.016492
642,0.015322
644,0.015184
646,0.015934
648,0.017344
650,0.019336
652,0.0218
654,0.02378
656,0.02354
658,0.0204
660,0.015548
662,0.010622
664,0.007688
666,0.005728
668,0.00439
670,0.00336
672,0.002688
674,0.002234
676,0.001909
678,0.001647
680,0.00147
682,0.0013408
684,0.0012304
686,0.0011294
688,0.0010378
690,0.00096
692,0.0008948
694,0.0008326
696,0.0007852
698,0.0007442
700,0.0007104
702,0.0006786
704,0.0006262
706,0.00058
708,0.000541
710,0.0005062
712,0.0004624
714,0.000439
716,0.000426
718,0.0004084
720,0.0003968
722,0.000385
724,0.0003548
726,0.0003272
728,0.0002996
730,0.0002944
732,0.0002616
734,0.000246
736,0.0002426
738,0.0002314
740,0.0002386
742,0.0002336
744,0.0002308
746,0.0002182
748,0.0001954
750,0.0001775
752,0.00017982
754,0.00016526
756,0.00015288
758,0.0001613
760,0.0001665
762,0.00017802
764,0.00017964
766,0.00017824
768,0.00016582
770,0.0001494
772,0.00014114
774,0.00012266
776,0.00012104
778,0.00012786
780,0.00013056
