380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,led,intensity
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015426125,0,0,2.191182692,1.068869606,0,0,1.068869606,1.068869606,0,1.015426125,1.015426125,2.084295731,1.015426125,3.153165337,6.359774154,8.657843806,14.00219183,28.69914891,40.56360153,72.73657667,103.5200213,175.9893806,308.7429856,561.4237604,797.2698389,1179.337279,1899.595063,2856.447134,3502.41848,2285.189773,992.6057593,429.0977032,192.1293116,92.61755133,42.70134075,21.11017471,10.04737429,6.252887193,4.382365383,2.511843573,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3900
0,0,0,0,0,0,0,0,0.413855513,0.958627231,0,0.451794495,0,0,0,0,0,0,0,0,0,0,0.529809866,0,0,0,0,0,0,1.176108437,0.604084774,0,1.771910758,2.367445902,4.121990224,5.804664222,6.850390806,8.476423506,11.36806858,13.21906341,14.31849236,14.85578315,17.25635887,17.50937447,15.71288353,16.06635728,15.13524917,13.2513917,12.58452058,10.83879307,9.305470412,9.454821756,9.193523698,5.945465936,6.686344786,4.873823287,7.072681178,2.752980767,3.137179752,2.375728356,3.23576767,0.860840841,1.771376406,0.950344778,0,1.124810659,0,1.36099418,2.934927574,0,0,0,0,0,0,0,0,0,0,0,0,7,195
0,0,0,0,0,0,0,0,0.032055748,0.112195117,0.039938309,0.035208772,0.182612661,0.204683831,0.195750262,0.154498194,0.177883124,0.200742551,0.209413368,0.101422284,0.097743755,0.135054543,0.082504137,0.120077678,0.082504137,0.084343402,0.173153588,0.264591294,0.359444777,0.504746649,0.848951808,1.173713317,1.936219708,2.817752768,4.504095295,5.935042849,8.332129617,9.924144166,12.37772262,13.99601237,15.69076296,16.45615963,16.92596026,17.21945427,16.76068923,16.1227273,15.09457861,13.66126629,12.59843433,11.12465819,9.954623401,9.409150188,8.754372129,7.146329707,6.679944854,6.657085427,7.334197408,5.013571481,3.673010625,3.275992308,2.904460938,2.553424226,2.419683443,1.928599899,1.953824094,1.668212637,1.566790354,1.381024669,1.374455868,1.388118973,0,0,0,0,0,0,0,0,0,0,0,6,3770
0,0,0,0,0,0,0,0,0,0,0,0,0.536372606,1.210669596,0,0,1.302619185,0,0,0,0,0,0,0,0,0,0,0,0,0,1.394568775,0,0,0.67429699,0.67429699,0.658972058,0,0.643647127,0.643647127,2.651213165,0,0.658972058,1.976916175,1.333269048,2.681863029,8.597286623,10.98797595,19.75383682,30.31271469,51.92086823,92.25608818,168.4976229,241.9806698,365.147145,597.457783,871.1763862,1004.319392,574.1792119,220.0200429,91.42854188,39.21649994,17.88419517,12.25994527,6.574395653,3.75460824,2.589913439,1.34859398,1.563143022,1.685742475,0,0,0,0,0,0,0,0,0,0,0,0,9,1105
0,0,0,0,0,0,0,0,76.07667293,175.6499358,316.9741687,417.5958735,716.3443866,941.2280084,810.8621484,565.9575936,317.7784529,218.2339145,134.5452656,77.55598146,35.87682254,22.0172814,12.63875253,6.132667423,5.673076422,3.863436854,1.981986193,4.03578348,4.121956793,3.504381385,5.041138795,5.026776576,2.814994883,2.814994883,4.208130105,4.15068123,4.768256638,4.710807763,6.103942986,6.850778363,8.200826929,8.172102491,7.540164865,8.358811336,6.936951675,6.836416144,5.34274539,5.270934296,3.906523511,5.81669861,2.599561601,4.926241045,5.112949889,2.125608381,3.978334605,2.901168196,2.398490538,3.274585884,1.867088443,0.933544221,1.924537318,1.019717534,2.111246162,2.25486835,2.585199382,1.335686347,1.407497441,4.86879217,3.490019166,2.111246162,0,0,0,0,0,0,0,0,0,0,0,1,1170
0,0,0,0,0,0,0,0,1459.945521,2452.150894,2640.254146,1674.074625,787.141001,517.2940144,284.0685433,160.264454,83.83869501,52.05170301,31.22296426,17.48485999,9.185594648,9.870485477,5.156825066,1.248918571,2.578412533,2.618700229,2.69927562,2.739563316,1.410069354,1.410069354,0,2.941001795,4.310783453,2.900714099,2.860426404,2.820138708,4.189920366,4.14963267,6.929483682,7.010059074,5.59998972,8.379840732,5.59998972,5.720852807,4.270495757,5.59998972,4.109344974,5.398551241,2.658987924,6.607182115,2.658987924,4.310783453,2.981289491,0,1.611507833,0,0,0,0,0,0,0,0,4.63308502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445
0,0,0,0,0,0,0,0,0,0.658730417,1.454696339,3.870041203,10.01819177,13.50397356,12.18651272,10.62202798,8.947754838,8.261577319,7.657741103,7.410717197,3.568123095,3.293652087,3.787699901,2.195768058,3.01918108,3.842594102,6.340280268,12.92758444,20.55787845,42.04895832,68.26093951,101.4993785,186.6677321,267.4719966,479.1714845,649.1788264,904.5740987,1072.440567,1328.274993,1485.244962,1658.655744,1731.527797,1780.987472,1798.745746,1761.088324,1683.056217,1584.905384,1430.817361,1320.864275,1167.983924,1047.408811,981.1789569,914.2080311,746.5336927,704.7317583,701.657683,748.509884,543.3153589,384.7260109,335.2388883,292.6958822,264.6998394,226.7404991,201.1598012,188.3420052,157.6561466,136.79635,128.4524314,115.4150586,104.2715357,0,0,0,0,0,0,0,0,0,0,0,7,3185
0,0,0,0,0,0,0,0,1395.833982,2352.67804,2561.132795,1642.58751,775.0030434,507.107029,277.275306,159.9169207,83.63201618,51.93782687,31.14706397,20.63444138,13.75629425,9.848256111,2.579305172,3.751716614,3.868957758,2.618385553,5.393092632,6.878147125,4.22068119,5.744816065,4.416083097,2.931028605,4.298841953,5.783896446,4.298841953,5.666655302,8.363201618,6.878147125,6.917227507,8.402282,5.588494539,6.956307888,9.80917573,8.558603525,5.666655302,6.995388269,6.839066744,1.328732967,3.986198902,2.618385553,1.328732967,2.852867842,0,2.891948223,6.526423693,3.947118521,2.462064028,11.21606946,0,3.868957758,0,0,0,2.305742502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3315
0,0,0,0,0,0,0,0,2.730851999,3.163683116,2.264554558,0.992834264,3.090057204,2.309176322,1.65546747,2.724158734,1.880807381,2.831250969,4.428710145,5.002099821,8.268412996,10.15145147,17.48950067,36.74379213,51.24140347,71.40374784,102.6144412,113.1741818,128.5887704,141.0605536,142.9547475,142.9703651,146.2143674,145.2103777,141.8838252,141.778964,137.5488207,135.5386102,131.9532514,130.2598555,123.5063514,118.8121417,112.6476449,107.8775783,97.9603911,88.38009822,79.55837534,71.68040279,63.8091235,54.85353532,54.80222029,44.20901336,41.80836242,37.93742433,35.30920239,34.85406039,32.23699389,25.24030119,23.29925443,19.16951011,13.3486009,17.0477452,14.61809011,12.54764023,14.36820823,7.425061643,10.39240899,14.97283314,6.45676935,11.73998629,0,0,0,0,0,0,0,0,0,0,0,6,455
0,0,0,0,0,0,0,0,1510.322439,2076.249813,1834.583015,1012.92224,461.3466052,298.7252534,158.9146114,92.03487763,46.79363658,28.92524726,17.04466925,8.870831579,3.643377256,3.358243383,4.118600376,1.995937105,2.059300188,1.045490865,1.077172406,3.294880301,3.358243383,4.593823496,2.34443406,1.17221703,3.453288008,0,3.453288008,2.249389436,2.217707895,4.403734248,4.435415789,4.467097331,2.217707895,5.575951278,5.60763282,6.843212932,3.389924925,3.358243383,1.077172406,2.154344812,4.277008083,1.045490865,2.122663271,1.140535489,1.17221703,0,1.298943195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665
