board_temp,micro_temp,integration_time,model,led,intensity
34.17763519,61.67480469,768000,STS,6,3250
34.17763519,61.67480469,1152000,STS,5,2470
34.17763519,61.67480469,1792000,STS,7,1170
34.29601288,61.47705078,3072000,STS,8,455
34.17763519,61.67480469,1152000,STS,1,2275
34.17763519,61.67480469,1536000,STS,2,1820
34.29601288,61.67480469,768000,STS,4,3315
34.29601288,61.47705078,2048000,STS,1,1235
34.29601288,61.47705078,4096000,STS,7,650
34.29601288,61.67480469,512000,STS,7,3900
34.17763519,61.87256622,85000000,STS,5,65
34.17763519,61.47705078,5632000,STS,9,195
34.17763519,61.67480469,896000,STS,6,3120
34.17763519,61.67480469,4096000,STS,2,455
34.17763519,61.67480469,3584000,STS,2,585
34.17763519,61.87256622,2816000,STS,2,845
34.17763519,61.67480469,8192000,STS,0,260
34.17763519,61.67480469,768000,STS,6,3640
34.17763519,61.67480469,896000,STS,3,3835
34.17763519,61.87256622,1792000,STS,0,1625
34.17763519,61.67480469,16384000,STS,4,130
34.17763519,61.67480469,768000,STS,4,3120
34.17763519,61.67480469,448000,STS,9,3185
34.17763519,61.47705078,1280000,STS,7,1560
34.17763519,61.67480469,2816000,STS,0,975
34.17763519,61.67480469,640000,STS,8,3640
34.17763519,61.67480469,640000,STS,8,3315
34.17763519,61.67480469,768000,STS,8,2860
34.17763519,61.47705078,768000,STS,2,3705
34.29601288,61.47705078,1024000,STS,3,3575
34.17763519,61.87256622,896000,STS,8,2340
34.17763519,61.87256622,1024000,STS,8,2145
34.29601288,61.47705078,2816000,STS,1,780
34.17763519,61.87256622,2048000,STS,2,1300
34.17763519,61.67480469,1024000,STS,3,3640
34.17763519,61.67480469,1536000,STS,2,1885
34.17763519,61.67480469,1280000,STS,6,2145
34.17763519,61.67480469,896000,STS,5,3575
34.17763519,61.67480469,768000,STS,4,2860
34.17763519,61.67480469,1792000,STS,3,1950
34.17763519,61.67480469,896000,STS,0,3705
34.17763519,61.67480469,2304000,STS,3,1430
34.17763519,61.67480469,896000,STS,4,2600
34.17763519,61.67480469,768000,STS,4,2990
34.29601288,61.67480469,1536000,STS,3,2080
34.29601288,61.67480469,1536000,STS,5,1690
