rmv,LEDs_temp,drivers_temp,board_temp,micro_temp,integration_time,input_power,dimming_level,led,intensity
0.009326986,22.63,23.34,26.7,31.62,806,2111,100,9,650
0.018183133,22.59,23.5,26.74,32.2,808,8384,100,5,3640
0.015972206,24.64,23.3,26.66,31.91,816,7439,100,5,3185
0.009072705,24.28,23.54,26.7,31.91,833,3253,100,4,1105
0.033789046,22.84,23.46,26.51,31.62,533,4287,100,1,3055
0.0183357,23.13,23.5,26.66,31.62,806,8581,100,5,3770
0.011465274,24.6,23.67,26.66,32.2,832,2299,100,8,1105
0.01592732,22.84,23.63,26.66,32.2,818,7360,100,5,3120
0.011163749,24.16,23.67,26.86,31.91,795,3040,100,2,1235
0.03722265,23,23.59,26.9,32.2,726,4701,100,9,2730
0.015064809,23.58,23.75,26.7,31.91,822,6921,100,5,2925
0.023899091,24.11,23.63,26.82,31.91,789,5506,100,2,3055
5.49E-05,23.33,23.67,26.94,32.5,1239,1309,100,0,0
0.009339153,22.12,23.46,26.78,32.2,817,2126,100,9,585
0.028269811,22.75,23.54,26.98,32.2,636,15527,100,7,3250
0.023709368,26.11,23.79,26.9,32.2,790,5480,100,2,2990
0.00880886,24.32,23.91,26.78,32.2,804,7529,100,6,1625
0.016592596,26,23.71,26.78,31.62,807,13254,100,6,3055
0.004096617,26.58,23.75,26.86,31.62,856,1650,100,9,260
0.022334879,23.13,23.63,26.98,31.91,646,12097,100,7,2535
0.023885425,26.15,23.95,27.01,32.2,789,6682,100,3,4095
0.011175374,25.96,23.87,26.94,32.2,835,9218,100,6,2015
0.022002777,25.48,23.99,27.09,32.5,758,3103,100,0,1755
0.016897384,23.09,24.08,27.13,32.2,787,2744,100,8,1690
0.035804316,22.92,23.83,27.13,31.91,485,4097,100,0,2990
0.023113349,23.04,23.91,27.13,31.91,791,5354,100,2,2925
0.008244543,23.62,23.71,27.13,31.91,824,3019,100,3,1235
0.025427096,23.17,23.79,27.36,32.5,645,3532,100,1,2210
0.014459818,23.04,23.67,27.29,32.2,820,3686,100,2,1690
0.002760922,22.88,23.79,27.28,31.91,1055,1522,100,8,195
0.005102245,22.42,23.67,27.09,32.5,849,1653,100,0,325
0.029862039,22.75,23.54,27.09,32.79,684,16364,100,7,3445
0.00986257,26.47,23.79,27.01,32.79,819,3513,100,4,1235
0.000381467,23,23.87,26.98,32.2,1278,1329,100,9,65
0.03777409,22.75,23.42,26.82,31.91,429,20538,100,7,4095
0.00928977,26.93,23.75,26.86,32.79,828,4282,100,5,1625
0.024718873,23.58,23.59,26.82,31.62,788,5667,100,2,3120
0.008203937,23.21,23.71,26.86,32.5,850,3034,100,4,975
0.030824069,22.67,23.63,26.86,31.91,540,3822,100,0,2600
0.01003606,22.63,23.59,26.9,32.2,812,2814,100,2,1040
0.012303782,22.54,23.59,26.78,31.91,813,2440,100,8,1300
0.001290933,22.33,23.5,26.7,32.2,888,1873,100,7,325
0.011839504,22.25,23.3,26.82,32.2,798,5358,100,5,2145
0.025600752,23.46,23.21,26.66,32.2,689,9116,100,4,3900
0.028398108,23.91,23.34,26.7,31.62,594,3588,100,0,2340
0.000193552,22.54,23.38,26.78,31.62,2290,1392,100,3,65
0.019969966,21.74,23.13,26.63,31.91,798,4671,100,2,2470
0.012016583,22.54,23.01,26.51,31.32,845,5492,100,5,2210
0.04931096,23.58,23.26,26.51,31.62,668,6365,100,9,4030
0.01397779,23.54,23.13,26.51,31.32,821,7911,100,7,1625
0.025568888,23.83,23.46,26.39,31.32,754,3514,100,8,2795
2.45E-05,22.67,23.21,26.43,31.03,1154,1300,100,7,0
0.028014284,21.82,23.13,26.35,31.62,341,3679,100,1,2405
0.023873774,22.12,23.13,26.19,31.32,748,3424,100,1,2080
0.010037342,21.95,23.05,26.43,31.91,809,2140,100,8,910
0.016026402,21.87,23.09,26.43,31.91,809,4077,100,2,2015
0.005632068,22.46,23.05,26.39,31.91,845,3804,100,7,780
0.001414585,22.5,23.34,26.51,31.91,1046,1419,100,1,130
0.014021435,21.95,23.09,26.43,31.62,829,6502,100,5,2665
0.019785542,23.17,23.13,26.39,31.62,817,3148,100,8,2210
0.012529042,23.33,22.97,26.39,31.91,825,10233,100,6,2275
0.00690564,25.16,23.13,26.43,31.62,785,3249,100,5,1105
0.025448203,22.84,23.21,26.59,31.91,648,3390,100,0,2145
0.001868861,22.63,23.26,26.43,31.32,834,2106,100,7,390
0.026130313,22.46,23.3,26.51,32.2,588,9300,100,4,3965
0.002861256,23.66,23.38,26.55,31.62,933,1694,100,4,325
0.033693437,22.16,23.3,26.63,31.62,587,4411,100,8,4030
0.045479339,22.63,23.34,26.63,31.62,376,5024,100,0,4095
0.008819844,22.71,23.26,26.63,31.62,838,4029,100,5,1495
0.008526366,23.13,23.42,26.51,31.32,821,2033,100,8,845
0.015189434,22.59,23.54,26.55,32.2,815,4554,100,3,2405
0.005961246,23.42,23.34,26.7,31.62,873,1802,100,8,520
0.011940832,23.21,23.34,26.86,31.32,827,9840,100,6,2210
0.013582729,25.2,23.46,26.86,31.91,847,2381,100,0,1040
0.024087077,22.54,23.46,26.82,31.91,740,8683,100,4,3770
0.015924141,25.04,23.5,26.66,31.62,809,12738,100,6,2925
0.023823224,27.09,23.5,26.86,31.32,740,6666,100,3,3965
0.027142804,25.48,23.46,26.82,32.2,738,14921,100,7,3120
0.031497207,26.31,23.99,26.94,31.91,640,4269,100,8,3770
0.031754382,23.5,24.08,26.78,32.2,642,4163,100,8,3575
6.48E-05,23.13,23.99,26.98,32.2,1042,1313,100,5,0
0.002913493,22.25,23.59,26.98,32.2,815,2547,100,7,520
0.014313048,23.66,23.63,26.7,32.2,816,11460,100,6,2600
0.005177783,25.88,23.71,26.86,32.2,821,4813,100,6,975
0.001136397,23.42,23.54,26.94,32.2,951,1412,100,9,130
0.005546333,22.37,23.42,26.98,31.91,845,2303,100,4,585
0.010549203,23.17,23.59,26.94,31.91,837,8814,100,6,1950
0.01814156,25.08,23.63,26.74,31.91,806,9978,100,7,2080
0.009031403,24.88,23.67,26.86,32.2,819,2615,100,2,975
0.012293848,22.67,23.75,26.98,31.91,836,3241,100,2,1365
0.015412951,22.88,23.75,26.98,32.2,821,7135,100,5,2990
0.005379792,24.07,23.99,26.66,31.91,861,2327,100,3,715
0.034300059,22.75,23.63,27.09,32.2,486,3996,100,0,2860
0.010776796,23.29,23.46,26.98,32.2,795,3514,100,3,1625
0.016761184,23.71,23.83,27.05,32.2,809,4930,100,3,2665
0.018877398,24.24,23.75,27.09,32.5,804,10339,100,7,2145
0.019472815,24.88,23.83,27.13,32.2,805,6568,100,4,2730
0.017189262,23.87,23.87,27.13,31.91,825,2676,100,0,1365
0.02141295,22.88,23.63,27.09,31.62,749,7204,100,4,3055
0.013157051,24.56,23.79,26.98,32.2,821,10724,100,6,2405
0.012632651,26,23.79,27.09,31.62,841,4352,100,4,1625
0.025470469,23.66,23.79,27.05,32.5,837,5822,100,2,3250
0.01742799,24.32,23.75,27.09,32.2,806,5099,100,3,2795
0.019671546,24.24,23.91,27.28,32.2,824,3001,100,8,2015
0.030888885,23.58,23.87,27.32,32.5,633,16993,100,7,3575
0.000942855,26.39,24.04,27.28,32.5,1136,1397,100,2,130
0.036892753,22.25,23.63,27.05,32.79,383,4308,100,0,3120
0.016416576,22.92,23.54,27.05,32.5,812,9137,100,7,1885
0.042554241,24.32,23.71,27.05,32.2,425,5101,100,1,4030
0.02212574,24.68,23.71,27.05,31.62,794,17396,100,6,3965
0.024288639,28.16,23.63,26.82,32.5,696,3399,100,1,2145
0.020835001,23.13,23.91,27.09,32.2,796,4884,100,2,2600
0.022615764,23.54,23.83,26.98,32.5,745,7837,100,4,3380
0.019883523,24.28,23.87,27.17,32.2,803,9452,100,5,4030
0.017149288,25.48,23.71,26.94,32.2,804,2980,100,9,1300
0.030005192,23.5,23.91,27.13,32.2,643,4021,100,8,3510
0.028881019,23.13,23.91,27.13,32.2,696,3882,100,8,3250
0.006271911,23.13,23.83,27.21,32.2,841,1809,100,1,390
0.017463725,23,23.75,27.13,32.2,812,7994,100,5,3445
0.006741622,24.52,23.79,27.09,32.2,808,1877,100,1,455
0.032182857,22.54,23.71,26.98,32.2,584,4116,100,1,2925
0.029081741,22.92,23.79,27.25,32.2,784,3975,100,9,2080
0.006728227,23.04,23.63,27.21,32.2,836,2610,100,4,780
0.008524134,23.33,23.63,27.17,31.91,809,7249,100,6,1560
0.014533328,25.6,23.67,27.17,31.91,815,11739,100,6,2665
0.019740401,26.07,23.67,27.21,32.2,808,2982,100,1,1690
0.010796325,23.09,23.83,27.21,32.5,858,3758,100,4,1365
0.000606752,23.04,23.79,27.25,32.2,1666,1450,100,5,130
0.00338226,22.42,23.42,26.94,32.2,854,3480,100,6,650
0.004521593,22.92,23.46,26.98,31.91,860,2348,100,5,650
0.029586749,22.58,23.46,26.74,31.91,730,6878,100,2,4030
0.021799713,23.42,23.5,26.78,31.91,744,5059,100,2,2730
0.004562099,23.04,23.59,26.9,32.5,861,1688,100,8,390
0.013472275,22.37,23.59,26.9,32.2,807,2510,100,8,1365
0.010065914,22.54,23.59,26.94,31.62,819,4519,100,5,1755
0.012035698,23.75,23.42,27.01,31.62,783,3823,100,3,1885
0.000829828,23.33,23.59,26.94,31.91,920,1683,100,7,260
0.045274112,22.54,23.42,26.9,31.91,122,5382,100,9,3250
0.015227901,23.25,23.34,26.9,31.91,816,8538,100,7,1755
0.033069436,24.44,23.59,26.82,31.91,631,18237,100,7,3835
0.025189158,26.58,23.83,26.66,31.91,789,3552,100,9,1820
0.019076891,23.21,23.79,26.9,31.62,806,6426,100,4,2665
0.013417638,23.75,23.91,26.94,32.5,826,3460,100,2,1560
0.020978946,23.09,23.63,26.78,32.2,742,3418,100,9,1690
0.000620574,23.09,23.67,26.82,31.91,1346,1407,100,3,130
0.023588603,22.75,23.42,26.94,32.2,42,6441,100,3,3770
0.020615071,24.32,23.59,26.82,31.91,806,3145,100,1,1755
0.018784093,23.91,23.46,27.01,31.91,800,14875,100,6,3445
0.008846833,26.97,23.46,26.94,31.91,804,5331,100,7,1105
0.018172557,23.91,23.75,26.98,32.2,807,8532,100,5,3705
0.005524446,24.76,23.79,26.98,31.91,856,1773,100,9,325
0.017217984,22.71,23.75,27.05,31.62,807,2848,100,9,1235
0.014103358,23,23.87,27.05,32.5,821,4344,100,3,2210
0.011746187,23.75,23.63,27.05,32.79,799,4085,100,4,1495
0.018621989,23.46,23.63,27.05,31.62,805,8789,100,5,3835
0.025598304,24.96,23.75,26.98,31.91,688,9434,100,4,4030
0.002109775,24.44,23.67,27.17,32.2,1005,1624,100,5,325
0.010136808,22.59,23.79,27.09,32.2,806,2842,100,2,1105
0.012013192,22.75,23.83,27.09,32.2,825,2318,100,8,1170
0.021898797,23.04,23.75,27.13,31.91,747,11827,100,7,2470
0.032646358,25.2,23.95,27.09,31.91,538,3930,100,0,2730
0.009497538,22.88,23.87,27.13,32.5,797,2109,100,1,650
0.019380398,23.09,23.95,27.01,32.2,801,5564,100,3,3120
0.015222149,24.24,23.79,27.32,31.91,822,5256,100,4,2080
0.041583754,23.46,23.83,27.32,32.2,427,4923,100,1,3770
0.034201808,23.33,23.79,27.4,31.91,779,4430,100,9,2470
0.002118147,23.58,23.71,27.25,32.2,987,1594,100,4,260
0.021805821,22.54,23.67,27.32,32.5,595,5078,100,2,2665
0.023330938,23.21,23.79,27.17,32.5,793,8094,100,4,3510
0.028707679,24.32,23.79,27.09,32.5,686,15753,100,7,3315
0.017332099,28.08,24.08,27.32,32.2,804,13718,100,6,3185
0.016153242,27.39,24.12,27.4,32.5,825,2692,100,1,1300
0.041026149,23.46,24.04,27.4,32.2,722,5454,100,9,3315
0.005160356,23.87,24.16,27.21,31.91,833,2557,100,5,715
0.028635748,23.29,23.99,27.17,32.79,731,6652,100,2,3835
0.048029196,24.03,24.2,27.21,33.08,720,5840,100,9,3640
0.007897678,23.87,24.08,27.32,32.79,813,1955,100,1,585
0.012478733,22.75,23.99,27.17,32.79,832,3258,100,2,1430
0.004360709,22.88,23.95,27.32,32.5,845,1850,100,2,325
0.010342027,22.59,23.87,27.4,32.2,814,4732,100,5,1820
0.013502018,24.32,23.59,27.25,32.5,1073,4187,100,3,2145
0.025901863,23.79,23.71,27.4,32.5,750,3733,100,8,2990
0.024054155,23.13,23.87,27.36,32.2,807,3337,100,8,2600
0.019419594,22.88,23.87,27.36,32.5,810,2984,100,1,1625
0.044340938,22.75,23.83,27.4,32.79,378,4898,100,0,3770
0.000339103,22.92,23.79,27.25,32.2,1832,1360,100,2,65
0.012792595,22.25,23.5,26.82,31.91,793,2402,100,1,1040
0.023082452,22.33,23.5,26.7,32.5,794,8008,100,4,3445
0.022161035,23.58,23.42,27.01,31.91,802,3228,100,1,1885
0.038019136,22.67,23.38,26.82,32.5,432,4364,100,0,3250
0.023700865,22.92,23.54,26.78,31.91,742,8281,100,4,3575
0.006461372,24.16,23.34,26.82,32.5,867,2621,100,3,910
0.043148179,23,23.59,27.05,32.2,377,4968,100,0,3835
0.013352017,22.84,23.59,26.98,31.91,829,3423,100,2,1495
0.001483216,22.71,23.67,27.01,31.91,1091,1543,100,3,195
0.009099288,22.38,23.63,27.32,32.5,813,3185,100,3,1365
0.015957121,23.04,23.42,27.17,32.5,811,4036,100,2,1950
0.001672026,22.88,23.63,27.09,32.5,1101,1596,100,5,260
0.050500371,22.67,23.5,26.74,31.91,519,6113,100,9,3770
0.005763416,23.33,23.42,26.94,31.62,824,2864,100,5,910
0.029487465,22.88,23.46,27.01,32.2,730,6830,100,2,3965
0.017568599,23.42,23.5,26.86,31.91,807,4219,100,2,2080
0.016917747,23.58,23.71,26.98,31.62,808,4968,100,3,2730
0.032127846,23.95,23.75,27.01,31.91,585,4133,100,1,2860
0.002437421,22.71,23.67,27.17,32.2,940,1503,100,0,195
0.014254329,22.25,23.59,27.01,31.91,798,2561,100,8,1495
0.020675506,22.58,23.42,27.01,31.91,802,6956,100,4,2925
7.00E-05,23.29,23.46,26.9,31.91,2443,1385,100,6,65
0.000424854,22.04,23.42,26.74,31.91,1617,1359,100,0,65
0.012313783,22.08,23.26,26.66,31.62,795,4207,100,4,1560
0.011633889,22.75,23.34,26.66,32.2,801,5249,100,5,2080
0.016056582,23.42,23.38,26.66,31.32,782,2537,100,0,1235
0.021414857,23.91,23.42,26.47,31.62,745,16876,100,6,3900
0.000901736,27.62,23.5,26.78,31.62,1014,1817,100,6,260
0.030408494,22.58,23.59,26.94,32.2,629,6865,100,2,4095
0.014268924,23.21,23.63,26.74,32.2,823,3666,100,2,1625
0.012758732,22.96,23.67,26.86,31.91,827,7276,100,7,1495
0.011583912,24.03,23.91,26.82,32.2,806,2266,100,1,910
0.037609451,22.79,23.63,26.94,32.2,723,5085,100,9,3055
0.023773164,23.58,23.79,26.82,32.2,793,13092,100,7,2730
0.009244279,26.35,24.12,26.78,31.62,801,7784,100,6,1690
0.001318754,25.08,24.04,27.05,32.5,945,2067,100,6,325
0.01950643,23.33,23.59,27.05,31.62,800,5488,100,3,3185
0.018017372,24.16,23.67,27.13,31.91,811,6070,100,4,2470
0.006528287,23.87,23.63,27.4,32.2,806,2602,100,3,975
0.022703568,23.17,23.75,27.32,32.2,590,3559,100,9,1755
0.02308614,23.13,23.79,27.21,32.79,810,3329,100,8,2470
0.037810292,22.84,23.79,27.28,32.5,433,4376,100,0,3185
0.031873468,23.38,23.87,27.09,32.5,632,17547,100,7,3705
0.011382655,26.35,23.87,27.28,32.5,838,2287,100,9,780
0.037135504,23.33,23.79,27.25,32.5,724,4989,100,9,2925
0.031283561,23.71,23.87,27.13,32.2,781,4122,100,9,2275
0.013688593,23.62,23.87,27.21,32.5,832,4732,100,4,1820
2.77E-05,23.42,23.83,27.21,32.79,1582,1301,100,3,0
0.024659537,22.67,23.59,27.25,32.2,44,12752,100,7,2665
0.007512887,25.48,23.87,27.05,32.2,817,3509,100,5,1235
0.015953977,23.33,23.91,27.17,33.08,834,2788,100,8,1755
0.010371622,23.54,23.83,26.98,32.5,790,8641,100,6,1885
0.022139372,25.04,23.91,27.13,32.5,809,3387,100,8,2535
0.003671711,23.13,23.83,27.13,31.91,863,1895,100,4,390
0.015169477,22.84,24.04,27.01,32.2,817,2697,100,9,1040
0.017206404,22.96,23.91,27.17,33.08,814,5817,100,4,2340
0.007135926,23.95,23.95,27.05,32.5,830,6225,100,6,1300
0.027126275,24.4,23.75,27.05,32.2,734,6283,100,2,3575
0.039094012,24.07,23.91,27.13,32.2,825,4851,100,9,2860
0.009997469,23.75,24.08,27.13,32.2,840,2095,100,0,715
0.020854479,22.92,23.79,27.17,32.5,793,3400,100,9,1625
0.007411231,23.17,23.91,27.32,32.2,799,1877,100,9,455
0.038938247,23.09,23.91,27.09,32.79,625,4823,100,9,2795
0.020750267,23.33,23.91,27.4,31.62,812,3275,100,8,2405
0.010613346,23,23.75,27.17,31.91,813,3679,100,4,1300
0.015997438,23.13,23.91,27.25,32.5,820,5426,100,4,2145
0.025686698,23.5,23.91,27.25,33.08,786,5969,100,2,3380
0.01455117,23.91,23.83,27.28,31.91,825,6692,100,5,2795
0.004597581,24.44,23.91,27.17,31.91,863,2079,100,4,455
0.028062988,22.79,23.83,27.21,32.2,698,3825,100,8,3120
0.042024203,23.33,23.91,27.01,32.5,773,5216,100,9,3120
0.022439687,23.66,23.87,27.28,32.2,743,5173,100,2,2795
0.009493939,23.38,24.08,27.17,31.91,834,2150,100,1,715
0.016459005,24.16,23.71,27.29,32.79,808,13115,100,6,2990
0.008197728,26.78,23.87,27.17,32.5,840,1951,100,0,520
0.020173015,24.36,23.99,27.17,32.5,747,15987,100,6,3705
0.037097756,27.55,23.87,27.17,32.2,480,4589,100,1,3380
0.027757354,23.58,23.99,27.21,32.79,640,3742,100,1,2470
0.008042014,23.62,23.83,27.36,32.79,831,2954,100,3,1170
0.021283336,23.75,23.87,27.48,32.2,799,11548,100,7,2405
0.02948275,25.56,24.04,27.44,32.79,783,3967,100,9,2145
0.022436857,24.24,24.24,27.48,32.2,743,6272,100,3,3705
0.017701278,25.56,23.83,27.48,32.79,805,5064,100,3,2860
0.008795995,24.4,24.16,27.63,32.79,791,3159,100,4,1040
0.014616269,23.38,23.99,27.48,32.79,826,5008,100,4,1950
0.008241162,23.75,23.99,27.59,32.2,801,3680,100,5,1365
0.006412879,23.58,24.08,27.48,32.5,802,2538,100,4,715
0.008303692,23.21,23.99,27.55,32.5,810,5085,100,7,1040
0.00843636,23.83,24.04,27.44,32.2,835,2044,100,8,780
0.004720269,22.88,24.12,27.48,32.79,825,2079,100,4,520
0.042233795,22.88,23.95,27.44,32.2,429,4734,100,0,3575
0.036266372,23.75,23.95,27.44,32.2,579,20280,100,7,4030
0.017460652,27.85,24.28,27.28,32.79,808,9735,100,7,2015
0.024432398,25.48,24.52,27.36,32.5,806,3463,100,8,2665
0.036134809,23.71,24.36,27.48,32.5,484,4233,100,0,3055
0.018296244,23.5,24.36,27.32,32.2,809,6175,100,4,2535
0.02875215,24.16,24.44,27.28,32.79,639,3822,100,1,2535
0.013047555,23.58,24.36,27.28,32.2,788,4491,100,4,1690
4.29E-05,23.62,24.28,27.48,32.79,1638,1343,100,2,0
0.005002557,22.92,23.99,27.32,32.79,833,4626,100,6,910
0.01148925,23.87,23.75,27.36,32.79,834,6599,100,7,1365
0.027433753,24.2,24.04,27.36,32.79,699,3753,100,8,3055
0.015648179,23.21,24.08,27.28,32.2,791,2657,100,8,1625
0.016237864,22.88,23.99,27.32,32.79,822,2718,100,1,1365
0.004322413,22.79,23.91,27.32,32.5,839,1819,100,2,390
0.019987695,22.92,23.99,27.13,33.08,802,9492,100,5,4095
0.007787302,25.52,23.79,27.17,32.5,818,6723,100,6,1430
0.023382362,24.72,23.95,27.13,32.5,742,8365,100,4,3640
0.020389924,24.4,23.87,27.32,32.5,799,3114,100,9,1430
3.18E-05,23.42,23.87,27.36,32.5,1799,1325,100,8,0
0.033300586,22.58,23.75,27.25,32.79,530,4320,100,9,2405
0.023861917,23.71,23.75,27.13,32.79,789,6685,100,3,4030
0.014232906,24.88,23.67,27.09,32.2,827,6573,100,5,2730
0.017603861,24.48,23.79,27.25,32.5,810,8083,100,5,3510
0.023583662,25.6,23.63,27.17,32.5,791,6576,100,3,3900
0.007359643,25.04,23.87,27.13,32.2,844,1952,100,8,585
0.025545117,22.75,23.87,27.21,32.5,599,3397,100,0,2080
0.039694913,22.96,23.99,27.17,31.91,431,4502,100,0,3380
0.033596292,23.13,23.91,27.32,32.2,587,4369,100,8,4095
0.031352602,23.09,23.79,27.25,32.2,586,4072,100,1,2795
0.045956627,23.29,23.79,27.25,32.5,721,5636,100,9,3445
0.007864777,23.79,23.71,27.17,32.2,860,2886,100,4,910
0.030369805,23.42,23.91,27.21,32.5,684,16666,100,7,3510
0.004649551,26.23,23.95,27.28,32.2,907,1647,100,1,260
0.011131487,22.75,23.95,27.32,32.79,814,2253,100,1,845
0.004009844,22.67,23.95,27.13,32.5,877,2046,100,3,455
0.006441252,22.84,23.83,27.44,32.2,809,3053,100,5,975
0.042607855,23.25,23.79,27.28,32.79,379,4746,100,0,3640
0.010175144,23.21,23.79,27.44,32.79,793,5917,100,7,1235
0.022115728,23.91,23.95,27.28,32.2,756,3064,100,0,1820
0.012396334,23.13,23.91,27.25,32.5,792,5653,100,5,2275
0.006478811,23.95,23.99,27.09,32.5,816,1823,100,0,455
0.019031264,23.04,23.95,27.17,32.5,805,8910,100,5,3900
0.015464742,25.16,23.75,27.09,32.5,810,2853,100,9,1170
0.019958081,23.95,23.71,27.32,32.2,699,5692,100,3,3250
0.012684459,25.52,23.83,27.36,32.5,823,10328,100,6,2340
0.023666976,26.04,23.95,27.32,32.2,704,3233,100,0,1885
0.000591393,23.21,24.04,27.32,32.2,1560,1353,100,1,65
0.023357172,22.33,23.5,26.98,32.2,699,3371,100,1,2015
0.005030921,22.5,23.46,26.98,31.91,860,2577,100,5,780
0.016404582,22.88,23.46,27.01,32.79,815,7620,100,5,3250
0.018565979,24.36,23.63,26.94,32.2,818,2809,100,0,1495
0.039390299,22.92,23.59,26.94,31.91,478,4769,100,1,3575
0.052844517,23.25,23.63,27.01,32.2,667,6377,100,9,4095
0.016324475,23.62,23.63,26.98,32.2,818,5472,100,4,2210
0.040891681,23.38,23.59,26.94,31.91,427,4898,100,1,3705
0.008575849,23.09,23.67,27.05,32.2,851,2053,100,8,715
0.034725457,22.58,23.71,27.09,32.5,532,4364,100,1,3120
0.014357415,22.84,23.71,26.9,32.2,788,2542,100,1,1105
0.019248454,22.71,23.67,27.05,32.2,801,4556,100,2,2340
0.01765319,23.25,23.83,26.98,32.2,805,4260,100,2,2145
0.019154284,23.38,23.83,26.98,32.5,801,3036,100,9,1365
0.027353287,23.13,23.83,27.05,32.5,697,3847,100,8,3185
0.006460992,22.92,23.91,27.09,31.91,851,1824,100,0,390
