rmv,LEDs_temp,drivers_temp,board_temp,micro_temp,integration_time,input_power,dimming_level,led,intensity
5.94E-05,24.88,25.84,29.33,34.55,994,1311,100,1,0
0.036628358,25.04,25.52,28.81,33.96,728,4460,100,9,2535
0.019942462,25,25.52,28.84,33.67,851,4564,100,2,2340
0.01487086,24.96,25.44,28.92,33.96,788,2477,100,1,1105
0.015334287,24.48,25.52,28.96,33.38,775,6680,100,5,2795
0.025328567,25.96,25.48,28.88,33.96,756,3497,100,8,2665
0.030905599,24.96,25.6,28.96,33.96,679,6904,100,2,4095
0.029562492,25.6,25.56,28.88,33.38,732,6577,100,2,3770
0.017016899,25.56,25.68,28.92,33.38,766,5634,100,4,2275
0.000833985,25.32,25.6,28.88,33.96,1299,1400,100,4,130
0.028225182,24.64,25.56,28.81,33.67,595,3533,100,0,2275
0.005820853,24.76,25.4,28.84,33.67,795,3749,100,7,780
0.040501487,24.96,25.56,28.77,34.26,431,4495,100,0,3315
0.003254237,24.88,25.44,28.96,33.96,1002,1772,100,3,325
0.03798233,24.36,25.48,28.92,33.67,433,4292,100,0,3120
0.024975739,24.8,25.6,28.88,34.26,743,13084,100,7,2730
0.016534556,27.28,25.68,28.92,33.67,763,3921,100,2,1885
0.011219511,25.2,25.76,28.99,33.67,795,3026,100,2,1235
0.013139242,24.88,25.68,28.88,33.96,749,2416,100,1,975
0.002160768,24.52,25.76,28.92,34.26,955,1690,100,5,325
0.009611398,24.92,25.6,28.84,34.26,751,7804,100,6,1690
0.043385889,26.74,25.6,28.92,34.55,426,5026,100,1,3900
0.006220691,25.04,25.64,28.88,34.26,861,1727,100,8,455
0.031941745,24.68,25.52,28.92,34.55,633,16920,100,7,3575
0.027816923,28.87,26.19,28.96,34.26,688,14870,100,7,3120
0.011569603,29.51,26.19,28.84,33.67,785,9181,100,6,2015
0.019586248,28.23,26.31,28.92,34.26,805,8908,100,5,3900
0.005155655,27.55,26.27,28.99,33.96,810,2573,100,5,780
0.011150775,25.48,26.15,29.07,33.67,758,3794,100,4,1365
0.022994401,25.84,25.88,29.11,34.55,793,6201,100,3,3640
0.002278645,26.93,26.03,29.11,34.26,961,1641,100,3,260
0.035757065,24.72,25.84,29.22,34.26,532,4364,100,1,3120
0.025489481,24.92,25.88,28.96,33.96,788,5662,100,2,3185
0.009828843,25.92,26.03,29.26,33.96,848,5708,100,7,1170
0.01855023,26,26.03,29.44,34.26,809,8181,100,5,3575
0.018553022,27.89,26.03,29.22,33.96,803,14129,100,6,3250
0.005151978,29.73,25.92,29.22,34.26,831,2202,100,3,650
0.040149845,25.4,25.99,29.22,33.96,478,4774,100,1,3510
0.011774594,26,25.95,29.14,34.55,782,9317,100,6,2080
0.02801971,27.82,25.95,29.29,34.26,597,3495,100,0,2210
0.008370221,25.28,26.03,29.33,33.96,790,1964,100,0,520
0.021501813,24.8,25.99,29.37,34.26,769,3073,100,8,2145
0.020375738,25.2,25.99,29.29,34.55,753,9359,100,5,4030
0.022769904,27.24,25.88,29.37,34.26,745,3221,100,9,1560
0.001425453,25.48,25.95,29.29,34.55,895,2091,100,6,325
0.02278113,24.92,25.8,29.29,34.55,594,5071,100,2,2730
0.023334844,25.2,25.76,29.22,34.55,742,5334,100,2,2860
0.014913836,25.6,25.8,29.07,34.55,869,8160,100,7,1690
0.007686984,26.78,26.15,29.26,34.26,767,4598,100,7,975
0.019681744,25.72,26.19,29.25,34.55,756,6367,100,4,2665
0.01468714,26.35,26.11,29.22,34.84,771,4313,100,3,2210
0.017098496,27.09,26.03,29.4,34.26,808,13105,100,6,2990
0.000346185,25.16,25.92,29.29,34.26,2137,1367,100,8,65
0.02995548,28.5,25.88,28.99,34.26,685,16065,100,7,3380
0.022496495,28.87,26.27,28.99,34.26,746,7550,100,4,3250
0.027897116,26.54,26.15,29.22,34.55,786,3716,100,9,1950
0.046580002,25.56,26.07,29.22,34.26,376,5035,100,0,3965
0.03309495,25.28,25.92,29.14,34.26,589,4283,100,8,3835
0.004483729,25.32,25.92,29.07,34.26,843,2290,100,5,585
0.020809012,27.51,25.95,29.22,34.26,950,11231,100,7,2340
0.01661892,28.57,26.46,29.1,34.26,759,12744,100,6,2925
0.007230503,29.28,26.27,29.22,33.67,775,4416,100,7,910
0.054141976,26.23,26.5,29.1,33.96,618,6254,100,9,3900
0.00953395,26.31,26.23,29.22,33.67,783,4198,100,5,1560
0.011882136,26.07,26.15,29.22,34.26,784,6667,100,7,1365
0.054588988,26.51,26.23,29.25,34.26,618,6324,100,9,3965
0.029586749,26.47,26.19,29.29,34.26,730,6926,100,2,4030
0.00867175,26,26.15,29.29,34.26,785,2042,100,8,780
0.004775079,25,26.23,29.4,34.26,813,2029,100,4,455
0.000963946,24.96,25.99,29.37,34.55,964,1807,100,6,260
0.000440525,24.92,25.95,29.22,34.26,1228,1339,100,9,65
0.015694637,24.28,25.68,28.92,34.26,767,3773,100,2,1755
0.028030181,24.68,25.6,28.92,33.96,641,3629,100,1,2405
0.00328238,24.56,25.52,28.88,33.67,879,1802,100,3,390
1.27E-05,24.44,25.52,29.11,33.96,3879,1271,100,2,0
0.007580769,23.99,25.2,28.69,33.96,811,2261,100,2,715
0.019084161,24.2,25.6,28.66,33.67,776,2908,100,8,1950
0.004384756,24.32,25.28,28.66,33.38,934,1650,100,8,260
0.00514008,24.11,25.24,28.66,33.96,833,2549,100,5,715
1.29E-05,24.36,25.36,28.69,33.67,3033,1308,100,5,0
0.017930379,24.88,25.24,28.66,33.96,854,13720,100,6,3185
0.018092994,28.42,25.28,28.47,33.38,762,5890,100,4,2405
0.003112535,25.4,25.36,28.66,33.38,878,1625,100,2,260
0.028562106,24.16,25.44,28.69,33.67,590,3775,100,1,2470
0.003574664,24.36,25.36,28.62,33.96,887,2040,100,5,455
0.02403794,24.32,25.24,28.62,33.96,590,5446,100,2,2990
0.019217534,25.96,25.48,28.66,33.38,751,14607,100,6,3380
0.015929293,28.91,25.52,28.54,33.38,829,2622,100,1,1235
0.024378924,25.4,25.44,28.58,33.96,741,6490,100,3,3835
0.013507943,26.7,25.4,28.66,33.96,788,4472,100,4,1690
0.006442392,25.04,25.6,28.58,33.96,791,1852,100,1,390
0.011297303,24.36,25.56,28.84,33.96,750,2916,100,2,1170
0.005316487,24.32,25.48,28.69,33.96,787,1707,100,1,325
0.008439573,24.28,25.4,28.92,33.67,787,2478,100,2,845
0.010511681,24.48,25.52,28.81,33.96,843,5978,100,7,1235
0.012527598,25.52,25.64,28.81,33.96,795,4189,100,4,1560
0.018012006,25.12,25.56,28.73,33.67,762,7983,100,5,3445
0.01024857,26.27,25.64,28.81,33.67,790,2111,100,0,715
0.013313161,24.64,25.88,28.73,33.96,827,3921,100,3,2015
0.008747841,26.04,25.56,29.11,33.67,759,7244,100,6,1560
0.008362272,25.48,25.56,29.22,33.67,781,2937,100,3,1170
0.019008216,25.24,25.72,28.99,34.26,779,2902,100,8,1885
0.035532903,25,25.6,29.07,33.67,729,4418,100,9,2470
0.022156453,25.28,25.6,29.11,33.96,747,3203,100,9,1495
0.015526198,25.04,25.76,28.96,33.96,798,2552,100,8,1495
0.023000356,24.68,25.64,29.11,33.67,751,3263,100,1,1950
0.017476603,24.64,25.68,28.92,34.26,837,2782,100,8,1690
0.015019438,24.68,25.8,29.03,33.67,769,4380,100,3,2275
0.005065554,25.84,25.6,29.03,33.67,758,3422,100,7,715
0.000215547,25.12,25.64,29.07,33.96,2240,1322,100,3,65
0.007901382,24.16,25.36,28.81,33.96,817,3529,100,5,1235
0.040598869,24.76,25.36,28.84,33.96,428,4795,100,1,3575
0.024786161,25.08,25.52,28.62,34.26,790,6580,100,3,3965
0.049600348,26.7,25.32,28.81,34.26,670,5786,100,9,3575
0.016391451,26.39,25.44,28.99,33.96,760,12607,100,6,2860
0.012170326,28.2,25.32,28.77,33.67,761,2225,100,0,910
0.020948036,24.6,25.52,28.88,33.96,761,2985,100,0,1690
0.006675113,24.64,25.4,28.81,33.67,795,2161,100,2,585
0.002823911,24.6,25.4,28.84,33.96,838,1519,100,9,195
0.016124994,24.4,25.48,28.88,33.38,765,3849,100,2,1820
0.019124061,24.64,25.56,28.96,33.67,768,2816,100,0,1495
0.016253036,24.88,25.6,28.69,33.67,764,8733,100,7,1820
0.000561069,26.31,25.76,28.92,33.67,954,1554,100,7,195
0.015886225,26.07,25.36,29.22,33.67,765,4558,100,3,2405
0.025209313,25.84,25.52,28.99,34.26,787,3708,100,9,1885
0.036414236,25.36,25.56,28.96,34.26,580,19646,100,7,3965
0.027218722,28.76,25.8,28.99,33.67,734,6263,100,2,3575
0.005241794,25.96,25.68,28.96,33.67,849,1674,100,0,325
0.00392619,24.76,25.8,28.99,34.26,781,3759,100,6,715
0.033491906,25.6,25.8,28.84,33.96,581,17880,100,7,3770
0.017271871,29.8,25.88,28.77,33.96,757,13228,100,6,3055
0.026284816,29.36,26.11,28.84,33.67,599,3391,100,0,2080
0.033156559,25.36,25.95,29.03,33.96,534,4156,100,1,2925
0.023969105,25.64,25.99,29.03,33.67,742,6390,100,3,3770
0.013310362,27.05,25.76,29.03,33.38,787,5863,100,5,2405
0.011666982,26.27,25.92,29.03,33.96,804,5120,100,5,2015
0.008860655,26.07,25.88,29.07,33.96,801,2048,100,8,715
0.009954059,25.32,25.99,28.81,33.96,747,8070,100,6,1755
0.027259961,26.97,25.99,29.11,33.96,687,9497,100,4,4095
0.001217568,25.08,25.8,29.07,34.26,901,1387,100,9,130
0.000326171,24.56,25.64,29.11,34.26,1400,1473,100,6,130
0.001350976,24.32,25.56,29.07,33.67,838,1841,100,7,325
0.0261546,24.44,25.56,28.88,34.26,445,3450,100,1,2210
0.01210591,24.72,25.48,28.88,33.96,769,2250,100,0,845
0.042850748,24.72,25.56,28.92,34.55,426,5012,100,1,3835
0.036616899,24.8,25.44,28.81,33.96,481,4442,100,1,3250
0.031151082,25.04,25.6,28.84,33.96,634,16652,100,7,3510
5.64E-05,28.31,25.72,28.84,33.96,1034,1346,100,9,0
0.01279975,24.2,25.44,28.62,34.26,792,5632,100,5,2275
0.01715197,25.56,25.44,28.58,33.67,764,7713,100,5,3315
0.019058321,26.54,25.12,28.73,33.67,802,5352,100,3,3055
0.014424569,26.89,25.32,29.22,33.38,768,11227,100,6,2535
0.01820742,28.38,25.44,28.84,33.67,760,8112,100,5,3510
0.009865082,26.86,25.68,28.88,33.96,756,2107,100,9,650
0.043372221,25.12,25.52,28.81,33.67,379,4704,100,0,3575
0.01139358,25.12,25.64,28.84,34.26,757,5012,100,5,1950
0.032059733,25.68,25.52,28.88,33.96,643,4121,100,8,3510
0.043769758,25.16,25.56,28.96,33.67,424,5101,100,1,4095
0.039867844,25.16,25.6,28.84,33.96,725,4877,100,9,2860
0.012461741,25.44,25.72,28.84,33.67,783,3848,100,3,1885
0.024290731,25.64,25.68,29.22,33.96,760,3353,100,8,2470
0.01946817,25,25.56,28.96,34.26,802,4460,100,2,2275
0.030298034,25.12,25.76,29.03,33.96,644,4071,100,8,3445
0.018296892,25,25.72,28.84,34.26,766,2839,100,1,1495
0.015957536,24.76,25.68,28.92,33.96,771,7069,100,5,2990
0.001328471,26.15,25.68,29.07,33.96,1009,1477,100,4,195
0.006118541,24.8,25.6,28.92,33.67,802,5290,100,6,1105
0.010119933,26,25.68,28.92,34.26,775,3504,100,4,1170
0.006644321,25.04,25.64,28.96,33.38,802,2554,100,4,715
0.041387379,24.72,25.72,29.07,33.96,380,4645,100,0,3510
0.021423988,26.93,25.52,29.29,34.55,797,5790,100,3,3380
0.014605496,26.58,25.68,29.11,34.26,757,2531,100,8,1365
0.049988419,25.2,25.52,29.07,33.96,670,5845,100,9,3640
0.030550167,25.72,25.72,29.07,34.55,733,3970,100,9,2145
0.029558381,25.36,25.84,29.03,34.26,680,6848,100,2,3965
0.020210037,25.64,25.64,29.03,34.26,765,2925,100,0,1560
0.022102024,26.07,25.76,29.22,33.67,745,16852,100,6,3900
0.011032128,30.72,25.6,29.03,34.26,737,8770,100,6,1950
0.033107899,27.66,25.8,28.99,33.67,489,3936,100,0,2665
0.020468956,26.39,25.84,29.29,33.67,748,15609,100,6,3640
0.024663923,29.88,25.88,29.03,33.96,698,3339,100,1,2080
0.025798371,25.4,25.95,29.22,34.26,738,5601,100,2,3120
2.92E-05,25.6,25.95,29.22,34.26,1188,1332,100,7,0
9.67E-06,24.56,25.64,28.62,33.96,46,5947,100,3,3445
0.018659595,26.23,25.4,28.99,33.96,806,10013,100,7,2080
0.007540001,26.7,25.4,28.88,34.26,774,6346,100,6,1365
0.026747275,26.19,25.52,28.81,33.96,700,3728,100,8,2990
0.016080454,25.2,25.8,28.81,33.67,763,4640,100,3,2470
0.020985246,26.89,25.56,29.07,34.26,747,15948,100,6,3705
0.01697237,29.77,25.56,29.07,33.67,762,9142,100,7,1885
0.018149963,27.13,25.72,28.99,33.96,758,9697,100,7,2015
0.01720847,27.13,25.95,28.92,33.96,761,4046,100,2,1950
0.02328716,25.56,25.88,28.92,33.67,743,5178,100,2,2795
0.001556925,25.52,25.99,29.03,33.96,2491,1507,100,3,195
0.006853209,24.56,25.68,29.07,33.96,808,1813,100,1,455
0.021214379,25.48,25.76,28.99,34.26,646,16109,100,6,3770
0.027443234,29.58,25.68,29.07,33.67,684,6126,100,2,3510
0.028798262,25.96,25.68,29.03,33.96,698,3819,100,8,3120
0.022922184,27.93,25.92,28.96,34.26,746,12139,100,7,2535
0.046491947,27.89,26.15,29.03,34.26,376,4996,100,0,4095
0.015493081,26.62,26.03,28.99,34.26,763,12061,100,6,2730
0.00128481,28.72,26.11,29.07,34.26,1293,1393,100,8,130
0.026356883,24.52,25.84,29.07,34.26,754,3569,100,8,2795
0.001939667,25,25.84,29.11,33.96,834,2076,100,7,390
0.017744195,29.88,25.84,29.22,33.96,755,13565,100,6,3120
0.012414703,30.1,25.88,28.96,34.26,827,9798,100,6,2210
0.026372854,28.23,25.88,29.14,33.67,689,9086,100,4,3900
0.004892533,26.78,25.88,29.26,34.55,881,1697,100,8,325
0.028512323,25.36,25.99,29.22,34.26,696,3886,100,8,3250
0.025560737,25.52,26.07,29.22,34.26,755,3517,100,8,2730
0.00688337,25.48,25.92,28.88,34.26,786,5828,100,6,1235
0.020372367,27.62,25.92,29.26,34.26,599,15430,100,6,3575
0.021902489,29.99,25.95,29.33,34.26,749,11514,100,7,2405
0.042513113,28.08,26.23,29.29,34.26,427,4958,100,1,3770
0.013011718,26.66,26.35,29.25,34.55,775,10230,100,6,2275
0.016413186,28.46,26.31,29.29,34.26,782,2518,100,0,1235
0.031021172,25.4,26.19,29.37,34.26,644,3999,100,8,3380
0.014442815,25.6,26.27,29.29,34.55,779,6431,100,5,2665
0.005990306,26.93,26.19,29.59,34.55,761,5110,100,6,1040
0.018238697,26.51,26.15,29.37,34.55,768,2825,100,1,1430
0.002343687,25.56,26.15,29.55,34.84,858,2650,100,6,455
0.002871804,25.48,26.03,29.52,34.55,1055,1532,100,8,195
0.006682614,24.8,25.99,29.52,34.84,816,1791,100,0,455
0.009034904,24.76,26.11,29.4,34.84,771,2019,100,8,845
0.021235036,25.16,25.8,29.52,34.26,648,5759,100,3,3315
0.007267904,26.54,25.99,29.48,34.84,785,3267,100,5,1105
0.027909484,25.32,25.92,29.52,34.55,635,6058,100,2,3445
0.013067961,25.84,26.07,29.33,34.55,830,3952,100,3,1950
0.015770111,25.92,25.99,29.59,34.55,787,2529,100,0,1170
0.020860579,25,26.03,29.4,34.55,763,2947,100,0,1625
0.01989785,25.04,26.07,29.33,34.84,808,3040,100,1,1690
0.015846539,25.76,25.88,29.26,34.55,762,12235,100,6,2795
0.000438631,28.35,25.92,29.44,34.55,1567,1280,100,0,65
